title,criterion_director,criterion_year,criterion_country,imdb_tconst,imdb_year,imdb_runtime_minutes,match_method,confidence_score,reason
Japón,Carlos Reygadas,2002,Mexico,tt0322824,2002,122,fuzzy_canonical,100.0,has_credits_no_shared_actor
Shadow Kill,Adoor Gopalakrishnan,2002,India,tt0329429,2002,90,fuzzy_canonical,100.0,has_credits_no_shared_actor
The Clay Bird,Tareque Masud,2002,Bangladesh,tt0319836,2002,95,fuzzy_canonical,100.0,has_credits_no_shared_actor
Dying at Grace,Allan King,2003,Canada,tt0379269,2003,148,fuzzy_canonical,100.0,has_credits_no_shared_actor
My Architect,Nathaniel Kahn,2003,United States,tt0373175,2003,116,fuzzy_canonical,100.0,has_credits_no_shared_actor
Anatomy of Hell,Catherine Breillat,2004,France,tt0348529,2004,77,fuzzy_canonical,100.0,has_credits_no_shared_actor
Chain,Jem Cohen,2004,United States,tt0421960,2004,99,fuzzy_canonical,100.0,has_credits_no_shared_actor
Take Out,Sean Baker and Shih-Ching Tsou,2004,United States,tt0391483,2004,87,fuzzy_canonical,95.3,has_credits_no_shared_actor
The Guitar Mongoloid,Ruben Östlund,2004,Sweden,tt0447641,2004,89,fuzzy_canonical,100.0,has_credits_no_shared_actor
Me and You and Everyone We Know,Miranda July,2005,United States,tt0415978,2005,85,fuzzy_canonical,100.0,has_credits_no_shared_actor
"Memory for Max, Claire, Ida and Company",Allan King,2005,Canada,tt0478000,2005,112,fuzzy_canonical,100.0,has_credits_no_shared_actor
Old Joy,Kelly Reichardt,2006,United States,tt0468526,2006,76,fuzzy_canonical,100.0,has_credits_no_shared_actor
Helvetica,Gary Hustwit,2007,United Kingdom,tt0847817,2007,80,fuzzy_canonical,100.0,has_credits_no_shared_actor
Anvil! The Story of Anvil,Sacha Gervasi,2008,Canada,tt1157605,2008,80,fuzzy_canonical,100.0,has_credits_no_shared_actor
Hunger,Steve McQueen,2008,Ireland,tt0986233,2008,96,fuzzy_canonical,100.0,has_credits_no_shared_actor
Involuntary,Ruben Östlund,2008,Sweden,tt1232826,2008,98,fuzzy_canonical,100.0,has_credits_no_shared_actor
Miao Miao,Cheng Hsiao-Tse,2008,Taiwan,tt0984130,2008,83,fuzzy_canonical,90.5,has_credits_no_shared_actor
The Betrayal,Ellen Kuras and Thavisouk Phrasavath,2008,United States,tt1157685,2008,96,fuzzy_canonical,95.1,has_credits_no_shared_actor
Kings of Pastry,D. A. Pennebaker and Chris Hegedus,2009,United States,tt1558972,2009,87,fuzzy_canonical,96.1,has_credits_no_shared_actor
Max by Marcel,Marcel Ophuls,2009,France,tt2466988,2009,81,fuzzy_canonical,100.0,has_credits_no_shared_actor
Aurora,Cristi Puiu,2010,Romania,tt1403047,2010,181,fuzzy_canonical,100.0,has_credits_no_shared_actor
Cane Toads: The Conquest,Mark Lewis,2010,Australia,tt1568924,2010,85,fuzzy_canonical,100.0,has_credits_no_shared_actor
Carlos: Part 1,Olivier Assayas,2010,France,tt33398096,2010,165,fuzzy_canonical,94.6,no_actor_credits_in_imdb
Carlos: Part 2,Olivier Assayas,2010,France,tt33398096,2010,165,fuzzy_canonical,94.6,no_actor_credits_in_imdb
Carlos: Part 3,Olivier Assayas,2010,France,tt33398096,2010,165,fuzzy_canonical,94.6,no_actor_credits_in_imdb
Poetry,Lee Chang-dong,2010,South Korea,tt1287878,2010,139,fuzzy_canonical,100.0,has_credits_no_shared_actor
K-ON! THE MOVIE: English-Dubbed Version,Naoko Yamada,2011,Japan,tt1909796,2011,110,fuzzy_canonical,93.8,has_credits_no_shared_actor
K-ON! The Movie,Naoko Yamada,2011,Japan,tt1909796,2011,110,fuzzy_canonical,100.0,has_credits_no_shared_actor
Play,Ruben Östlund,2011,Sweden,tt1376717,2011,118,fuzzy_canonical,100.0,has_credits_no_shared_actor
Urbanized,Gary Hustwit,2011,United States,tt1701976,2011,85,fuzzy_canonical,100.0,has_credits_no_shared_actor
Weekend,Andrew Haigh,2011,United Kingdom,tt1714210,2011,97,fuzzy_canonical,100.0,has_credits_no_shared_actor
Wuthering Heights,Andrea Arnold,2011,United Kingdom,tt1181614,2011,129,fuzzy_canonical,100.0,has_credits_no_shared_actor
Beyond the Hills,Cristian Mungiu,2012,Romania,tt2258281,2012,152,fuzzy_canonical,100.0,has_credits_no_shared_actor
First,Caroline Rowland,2012,United Kingdom,tt2291230,2012,109,fuzzy_canonical,100.0,has_credits_no_shared_actor
Museum Hours,Jem Cohen,2012,Austria,tt2268732,2012,107,fuzzy_canonical,100.0,has_credits_no_shared_actor
Neighboring Sounds,Kleber Mendonça Filho,2012,Brazil,tt2190367,2012,131,fuzzy_canonical,100.0,has_credits_no_shared_actor
Starlet,Sean Baker,2012,United States,tt2035630,2012,103,fuzzy_canonical,100.0,has_credits_no_shared_actor
Turning,Charles Atlas,2012,United Kingdom,tt2219894,2012,76,fuzzy_canonical,100.0,has_credits_no_shared_actor
Where Are You Taking Me?,Kimi Takesue,2012,Uganda,tt1675311,2010,72,fuzzy_canonical,88.8,no_actor_credits_in_imdb
Jellyfish Eyes,Takashi Murakami,2013,Japan,tt2006181,2013,101,fuzzy_canonical,100.0,has_credits_no_shared_actor
The Spirit of ’45,Ken Loach,2013,United Kingdom,tt2332801,2013,94,fuzzy_canonical,100.0,has_credits_no_shared_actor
Drunktown’s Finest,Sydney Freeland,2014,United States,tt3091286,2014,95,fuzzy_canonical,100.0,has_credits_no_shared_actor
How to Smell a Rose: A Visit with Ricky Leacock at His Farm in Normandy,Les Blank and Gina Leibrecht,2014,United States,tt3690366,2014,64,fuzzy_canonical,95.3,has_credits_no_shared_actor
Phoenix,Christian Petzold,2014,Germany,tt2764784,2014,98,fuzzy_canonical,100.0,has_credits_no_shared_actor
Counting,Jem Cohen,2015,United States,tt4462082,2015,111,fuzzy_canonical,100.0,no_actor_credits_in_imdb
Heart of a Dog,Laurie Anderson,2015,United States,tt4935446,2015,75,fuzzy_canonical,100.0,has_credits_no_shared_actor
Notfilm,Ross Lipman,2015,United States,tt3763790,2015,129,fuzzy_canonical,100.0,has_credits_no_shared_actor
Western,Turner Ross and Bill Ross IV,2015,Mexico,tt4214450,2015,92,fuzzy_canonical,95.8,has_credits_no_shared_actor
95 and 6 to Go,Kimi Takesue,2016,United States,tt5105668,2016,86,fuzzy_canonical,100.0,no_actor_credits_in_imdb
Cameraperson,Kirsten Johnson,2016,United States,tt5375040,2016,102,fuzzy_canonical,100.0,has_credits_no_shared_actor
Contemporary Color,Turner Ross and Bill Ross IV,2016,United States,tt5258306,2016,97,fuzzy_canonical,95.8,has_credits_no_shared_actor
David Lynch: The Art Life,"Jon Nguyen, Rick Barnes, and Olivia Neergaard-Holm",2016,United States,tt1691152,2016,88,fuzzy_canonical,94.5,has_credits_no_shared_actor
Floyd Norman: An Animated Life,Michael Fiore and Erik Sharkey,2016,United States,tt5507860,2016,94,fuzzy_canonical,96.0,has_credits_no_shared_actor
Kedi,Ceyda Torun,2016,Turkey,tt4420704,2016,79,fuzzy_canonical,100.0,has_credits_no_shared_actor
Sennan Asbestos Disaster,Kazuo Hara,2016,Japan,tt5498350,2016,215,fuzzy_canonical,100.0,no_actor_credits_in_imdb
"The Games of the V Olympiad Stockholm, 1912",Adrian Wood,2016,Switzerland,tt7241484,2017,170,fuzzy_canonical,92.5,has_credits_no_shared_actor
24 Frames,Abbas Kiarostami,2017,Iran,tt6777170,2017,114,fuzzy_canonical,100.0,has_credits_no_shared_actor
Grace Jones: Bloodlight and Bami,Sophie Fiennes,2017,Ireland,tt6903636,2017,115,fuzzy_canonical,100.0,has_credits_no_shared_actor
American Dharma,Errol Morris,2018,United States,tt8804284,2018,95,fuzzy_canonical,100.0,has_credits_no_shared_actor
Caballerango,Juan Pablo González,2018,Mexico,tt7334072,2018,61,fuzzy_canonical,100.0,no_actor_credits_in_imdb
Milford Graves Full Mantis,Jake Meginsky,2018,United States,tt8014482,2018,91,fuzzy_canonical,100.0,has_credits_no_shared_actor
Andrei Tarkovsky: A Cinema Prayer,Andrei A. Tarkovskiy,2019,Italy,tt10850518,2019,97,fuzzy_canonical,99.3,no_actor_credits_in_imdb
Bacurau,Kleber Mendonça Filho and Juliano Dornelles,2019,Brazil,tt2762506,2019,131,fuzzy_canonical,96.4,has_credits_no_shared_actor
De Lo Mio,Diana Peralta,2019,United States,tt9853814,2019,74,fuzzy_canonical,100.0,has_credits_no_shared_actor
House of Cardin,P. David Ebersole and Todd Hughes,2019,United States,tt9031484,2019,95,fuzzy_canonical,96.5,has_credits_no_shared_actor
La Llorona,Jayro Bustamante,2019,Guatemala,tt10767168,2019,97,fuzzy_canonical,100.0,has_credits_no_shared_actor
Lingua Franca,Isabel Sandoval,2019,Philippines,tt8943224,2019,89,fuzzy_canonical,100.0,has_credits_no_shared_actor
Milford Graves Live at Jamaica Arts Center,Jake Meginsky,2019,United States,tt8014482,2018,91,fuzzy_canonical,85.5,has_credits_no_shared_actor
"Mother, I Am Suffocating. This Is My Last Film About You.",Lemohang Jeremiah Mosese,2019,Germany,tt10265444,2019,76,fuzzy_canonical,100.0,no_actor_credits_in_imdb
So Pretty,Jessica Dunn Rovinelli,2019,United States,tt9595506,2019,83,fuzzy_canonical,100.0,has_credits_no_shared_actor
Talking About Trees,Suhaib Gasmelbari,2019,Sudan,tt9658178,2019,93,fuzzy_canonical,100.0,has_credits_no_shared_actor
The Lost Okoroshi,Abba Makama,2019,Nigeria,tt10888456,2019,94,fuzzy_canonical,100.0,has_credits_no_shared_actor
"This Is Not a Burial, It’s a Resurrection",Lemohang Jeremiah Mosese,2019,Lesotho,tt10849514,2019,120,fuzzy_canonical,100.0,has_credits_no_shared_actor
"Bloody Nose, Empty Pockets",Bill Ross and Turner Ross,2020,United States,tt11392114,2020,98,fuzzy_canonical,94.6,has_credits_no_shared_actor
Eyimofe (This Is My Desire),Arie Esiri and Chuko Esiri,2020,Nigeria,tt10365870,2020,116,fuzzy_canonical,88.5,has_credits_no_shared_actor
No Ordinary Man,Aisling Chin-Yee and Chase Joynt,2020,Canada,tt12786834,2020,83,fuzzy_canonical,96.5,has_credits_no_shared_actor
Preparations to Be Together for an Unknown Period of Time,Lili Horvát,2020,Hungary,tt12564514,2020,95,fuzzy_canonical,100.0,has_credits_no_shared_actor
Clytaemnestra,Ougie Pak,2021,South Korea,tt15555264,2021,70,fuzzy_canonical,100.0,has_credits_no_shared_actor
Drive My Car,Ryusuke Hamaguchi,2021,Japan,tt14039582,2021,179,fuzzy_canonical,100.0,has_credits_no_shared_actor
Faya dayi,Jessica Beshir,2021,Ethiopia,tt13648216,2021,120,fuzzy_canonical,100.0,has_credits_no_shared_actor
Flickering Ghosts of Loves Gone By,André Bonzel,2021,,tt8122738,2021,97,fuzzy_canonical,100.0,no_actor_credits_in_imdb
Colette and Justin,Alain Kassanda,2022,France,tt22872868,2022,89,fuzzy_canonical,100.0,no_actor_credits_in_imdb
EO,Jerzy Skolimowski,2022,Poland,tt19652910,2022,88,fuzzy_canonical,100.0,has_credits_no_shared_actor
Lynch/Oz,Alexandre O. Philippe,2022,United States,tt15399286,2022,108,fuzzy_canonical,100.0,has_credits_no_shared_actor
My Two Voices,Lina Rodriguez,2022,Canada,tt16951384,2022,68,fuzzy_canonical,100.0,has_credits_no_shared_actor
Pamfir,Dmytro Sukholytkyi-Sobchuk,2022,Ukraine,tt9455468,2022,107,fuzzy_canonical,99.5,has_credits_no_shared_actor
"Riotsville, USA",Sierra Pettengill,2022,United States,tt11398388,2022,91,fuzzy_canonical,98.8,has_credits_no_shared_actor
The Eight Mountains,Felix van Groeningen and Charlotte Vandermeersch,2022,Italy,tt14641542,2022,147,fuzzy_canonical,95.9,has_credits_no_shared_actor
We’re All Going to the World’s Fair,Jane Schoenbrun,2022,United States,tt13648224,2021,86,fuzzy_canonical,92.5,has_credits_no_shared_actor
32 Sounds,Sam Green,2023,United States,tt16294920,2022,95,fuzzy_canonical,92.5,has_credits_no_shared_actor
About Dry Grasses,Nuri Bilge Ceylan,2023,Turkey,tt13231544,2023,197,fuzzy_canonical,100.0,has_credits_no_shared_actor
Afire,Christian Petzold,2023,Germany,tt26440619,2023,102,fuzzy_canonical,100.0,has_credits_no_shared_actor
Anselm,Wim Wenders,2023,Germany,tt27502250,2023,93,fuzzy_canonical,100.0,has_credits_no_shared_actor
Bad Press,Rebecca Landsberry-Baker and Joe Peeler,2023,United States,tt24076780,2023,98,fuzzy_canonical,97.3,no_actor_credits_in_imdb
Celluloid Underground,Ehsan Khoshbakht,2023,Iran,tt28801705,2023,80,fuzzy_canonical,100.0,has_credits_no_shared_actor
Chicken for Linda!,Sébastien Laudenbach and Chiara Malta,2023,France,tt21042126,2023,73,fuzzy_canonical,96.8,has_credits_no_shared_actor
Coconut Head Generation,Alain Kassanda,2023,France,tt27023385,2023,89,fuzzy_canonical,100.0,no_actor_credits_in_imdb
Evil Does Not Exist,Ryusuke Hamaguchi,2023,Japan,tt28490044,2023,106,fuzzy_canonical,100.0,has_credits_no_shared_actor
Flickering Lights,Anupama Srinivasan,2023,India,tt29669662,2023,90,fuzzy_canonical,100.0,no_actor_credits_in_imdb
Grasshopper Republic,Daniel McCabe,2023,United States,tt27404709,2023,94,fuzzy_canonical,100.0,no_actor_credits_in_imdb
Milisuthando,Milisuthando Bongela,2023,South Africa,tt24082622,2023,128,fuzzy_canonical,100.0,has_credits_no_shared_actor
Onlookers,Kimi Takesue,2023,Lao People's Democratic Republic,tt24240390,2023,72,fuzzy_canonical,100.0,no_actor_credits_in_imdb
"Orlando, My Political Biography",Paul B. Preciado,2023,France,tt26448981,2023,98,fuzzy_canonical,100.0,has_credits_no_shared_actor
Pictures of Ghosts,Kleber Mendonça Filho,2023,Brazil,tt27502227,2023,93,fuzzy_canonical,100.0,has_credits_no_shared_actor
Pretty Red Dress,Dionne Edwards,2023,United Kingdom,tt14906708,2022,110,fuzzy_canonical,92.5,has_credits_no_shared_actor
Return to Reason: Four Films by Man Ray,Man Ray,2023,France,tt27656132,2023,70,fuzzy_canonical,100.0,has_credits_no_shared_actor
Terrestrial Verses,Ali Asgari and Alireza Khatami,2023,Iran,tt27502360,2023,77,fuzzy_canonical,95.3,has_credits_no_shared_actor
The Beast,Bertrand Bonello,2023,France,tt14407336,2023,146,fuzzy_canonical,100.0,has_credits_no_shared_actor
All We Imagine as Light,Payal Kapadia,2024,India,tt32086077,2024,118,fuzzy_canonical,100.0,has_credits_no_shared_actor
Castration Movie Anthology i. Traps,Louise Weard,2024,Canada,tt35022825,2024,275,fuzzy_canonical,100.0,has_credits_no_shared_actor
Cloud,Kiyoshi Kurosawa,2024,Japan,tt32828123,2024,124,fuzzy_canonical,100.0,has_credits_no_shared_actor
Happyend,Neo Sora,2024,Japan,tt29279903,2024,113,fuzzy_canonical,100.0,has_credits_no_shared_actor
"Maya, Give Me a Title",Michel Gondry,2024,France,tt31809821,2024,61,fuzzy_canonical,100.0,has_credits_no_shared_actor
Misericordia,Alain Guiraudie,2024,France,tt32085997,2024,104,fuzzy_canonical,100.0,has_credits_no_shared_actor
Motel Destino,Karim Aïnouz,2024,Brazil,tt28608358,2024,115,fuzzy_canonical,100.0,has_credits_no_shared_actor
Nocturnes,Anirban Dutta and Anupama Srinivasan,2024,India,tt30320605,2024,82,fuzzy_canonical,95.5,has_credits_no_shared_actor
Queens of Drama,Alexis Langlois,2024,Belgium,tt28349668,2024,114,fuzzy_canonical,100.0,has_credits_no_shared_actor
Resynator,Alison Tavel,2024,United States,tt5778628,2024,96,fuzzy_canonical,100.0,has_credits_no_shared_actor
Sex,Dag Johan Haugerud,2024,Norway,tt26270862,2024,118,fuzzy_canonical,100.0,has_credits_no_shared_actor
Stranger Eyes,Yeo Siew Hua,2024,France,tt28419037,2024,125,fuzzy_canonical,90.3,has_credits_no_shared_actor
The Callers,Lindsey Dryden,2024,United Kingdom,tt24121692,2024,77,fuzzy_canonical,88.8,has_credits_no_shared_actor
The Shepherd and the Bear,Max Keegan,2024,United States,tt27623454,2024,101,fuzzy_canonical,100.0,no_actor_credits_in_imdb
The Taste of Mango,Chloe Abrahams,2024,United Kingdom,tt26696417,2023,75,fuzzy_canonical,92.5,no_actor_credits_in_imdb
Union,Stephen T. Maing and Brett Story,2024,United States,tt30319916,2024,100,fuzzy_canonical,95.9,has_credits_no_shared_actor
Vermiglio,Maura Delpero,2024,Italy,tt28618488,2024,119,fuzzy_canonical,100.0,has_credits_no_shared_actor
Goodbye Horses: The Many Lives of Q Lazzarus,Eva Aridjis,2025,United States,tt21394182,2025,103,fuzzy_canonical,97.1,has_credits_no_shared_actor
The Ballad of Suzanne Césaire,Madeleine Hunt-Ehrlich,2025,United States,tt29893103,2024,75,fuzzy_canonical,92.5,has_credits_no_shared_actor
