title,criterion_director,criterion_year,criterion_country,imdb_tconst,imdb_year,imdb_runtime_minutes,match_method,confidence_score,title_similarity,director_similarity,year_similarity,actor_count
The Flavor of Green Tea over Rice,Yasujiro Ozu,1952,Japan,tt0044982,1952,116,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Life of Oharu,Kenji Mizoguchi,1952,Japan,tt0045112,1952,133,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Vendetta of a Samurai,Kazuo Mori,1952,Japan,tt0043707,1952,82,fuzzy_canonical,100.0,1.0,1.0,1.0,10
A Japanese Tragedy,Keisuke Kinoshita,1953,Japan,tt0046127,1953,116,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Gate of Hell,Teinosuke Kinugasa,1953,Japan,tt0045935,1953,89,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Love Letter,Kinuyo Tanaka,1953,Japan,tt0407929,1953,98,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Sincerity,Masaki Kobayashi,1953,Japan,tt0134805,1953,95,fuzzy_canonical,93.2,0.8632,1.0,1.0,10
Tokyo Story,Yasujiro Ozu,1953,Japan,tt0046438,1953,137,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Ugetsu,Kenji Mizoguchi,1953,Japan,tt0046478,1953,96,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Wife,Mikio Naruse,1953,Japan,tt0046468,1953,89,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Wild Geese,Shirô Toyoda,1953,Japan,tt0045802,1953,104,fuzzy_canonical,100.0,1.0,1.0,1.0,10
A Story from Chikamatsu,Kenji Mizoguchi,1954,Japan,tt0046851,1954,102,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Godzilla,Ishiro Honda,1954,Japan,tt0047034,1954,96,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Golden Demon,Koji Shima,1954,Japan,tt0045971,1954,95,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Late Chrysanthemums,Mikio Naruse,1954,Japan,tt0046750,1954,101,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Samurai I: Musashi Miyamoto,Hiroshi Inagaki,1954,Japan,tt0047444,1954,93,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Sansho the Bailiff,Kenji Mizoguchi,1954,Japan,tt0047445,1954,124,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Seven Samurai,Akira Kurosawa,1954,Japan,tt0047478,1954,207,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Sound of the Mountain,Mikio Naruse,1954,Japan,tt0047682,1954,95,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Garden of Women,Keisuke Kinoshita,1954,Japan,tt0047300,1954,141,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Twenty-Four Eyes,Keisuke Kinoshita,1954,Japan,tt0047281,1954,156,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Beautiful Days,Masaki Kobayashi,1955,Japan,tt0135031,1955,120,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Floating Clouds,Mikio Naruse,1955,Japan,tt0048757,1955,123,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Forever a Woman,Kinuyo Tanaka,1955,Japan,tt0259248,1955,106,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Godzilla Raids Again,Motoyoshi Oda,1955,Japan,tt0048127,1955,78,fuzzy_canonical,100.0,1.0,1.0,1.0,10
I Live in Fear,Akira Kurosawa,1955,Japan,tt0048198,1955,103,fuzzy_canonical,100.0,1.0,1.0,1.0,10
