title,criterion_director,criterion_year,criterion_country,imdb_tconst,imdb_year,imdb_runtime_minutes,match_method,confidence_score,title_similarity,director_similarity,year_similarity,actor_count
And the Ship Sails On,Federico Fellini,1983,Italy,tt0087188,1983,128,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Bullshot,Dick Clement,1983,United Kingdom,tt0085279,1983,95,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Privates on Parade,Michael Blakemore,1983,United Kingdom,tt0084538,1983,107,fuzzy_canonical,100.0,1.0,1.0,1.0,10
A Private Function,Malcolm Mowbray,1984,United Kingdom,tt0089838,1984,92,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Against All Odds,Taylor Hackford,1984,United States,tt0086859,1984,121,fuzzy_canonical,100.0,1.0,1.0,1.0,10
George Stevens: A Filmmaker’s Journey,George Stevens Jr.,1984,United States,tt0087322,1984,110,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Hit,Stephen Frears,1984,United Kingdom,tt0087414,1984,98,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Under the Volcano,John Huston,1984,United States,tt0088322,1984,112,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Water,Dick Clement,1985,United Kingdom,tt0090297,1985,115,fuzzy_canonical,100.0,1.0,1.0,1.0,10
A Room with a View,James Ivory,1986,United Kingdom,tt0091867,1985,117,fuzzy_canonical,92.5,1.0,1.0,0.5,10
Mona Lisa,Neil Jordan,1986,United Kingdom,tt0091538,1986,104,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Lonely Passion of Judith Hearne,Jack Clayton,1987,United Kingdom,tt0093431,1987,116,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Withnail and I,Bruce Robinson,1987,United Kingdom,tt0094336,1987,107,fuzzy_canonical,100.0,1.0,1.0,1.0,10
D.O.A.,Annabel Jankel and Rocky Morton,1988,United States,tt0094933,1988,96,fuzzy_canonical,96.2,1.0,0.8903,1.0,10
High Hopes,Mike Leigh,1988,United Kingdom,tt0095302,1988,108,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Raggedy Rawney,Bob Hoskins,1988,United Kingdom,tt0095951,1988,103,fuzzy_canonical,100.0,1.0,1.0,1.0,10
How to Get Ahead in Advertising,Bruce Robinson,1989,United Kingdom,tt0097531,1989,90,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Powwow Highway,Jonathan Wacks,1989,United States,tt0098112,1989,91,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Daddy Nostalgia,Bertrand Tavernier,1990,France,tt0099341,1990,105,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Life Is Sweet,Mike Leigh,1990,United Kingdom,tt0100024,1990,103,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Dead Man,Jim Jarmusch,1995,United States,tt0112817,1995,121,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Secrets & Lies,Mike Leigh,1996,United Kingdom,tt0117589,1996,136,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Insomnia,Erik Skjoldbjærg,1997,Norway,tt0119375,1997,96,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Topsy-Turvy,Mike Leigh,1999,United Kingdom,tt0151568,1999,160,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Melancholia,Lars von Trier,2011,Denmark,tt1527186,2011,135,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Deep Blue Sea,Terence Davies,2011,United Kingdom,tt1700844,2011,98,fuzzy_canonical,100.0,1.0,1.0,1.0,10
45 Years,Andrew Haigh,2015,United Kingdom,tt3544082,2015,95,fuzzy_canonical,100.0,1.0,1.0,1.0,10
An Accidental Studio,"Bill Jones, Kim Leggatt, and Ben Timlett",2019,United Kingdom,tt4843040,2019,97,fuzzy_canonical,94.8,1.0,0.8526,1.0,5
