title,criterion_director,criterion_year,criterion_country,imdb_tconst,imdb_year,imdb_runtime_minutes,match_method,confidence_score,title_similarity,director_similarity,year_similarity,actor_count
Lumière d’été,Jean Grémillon,1943,France,tt0035001,1943,112,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Eternal Return,Jean Delannoy,1943,France,tt0036566,1943,107,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Le ciel est à vous,Jean Grémillon,1944,France,tt0035737,1944,105,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Children Are Watching Us,Vittorio De Sica,1944,Italy,tt0034493,1943,84,fuzzy_canonical,92.5,1.0,1.0,0.5,10
Children of Paradise,Marcel Carné,1945,France,tt0037674,1945,189,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Les dames du Bois de Boulogne,Robert Bresson,1945,France,tt0037630,1945,86,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Rome Open City,Roberto Rossellini,1945,Italy,tt0038890,1945,103,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Beauty and the Beast,Jean Cocteau,1946,France,tt0038348,1946,93,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Les portes de la nuit,Marcel Carné,1946,France,tt0038853,1946,100,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Paisan,Roberto Rossellini,1946,Italy,tt0038823,1946,120,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Panique,Julien Duvivier,1946,France,tt0038824,1946,99,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Shoeshine,Vittorio De Sica,1946,Italy,tt0038913,1946,91,fuzzy_canonical,100.0,1.0,1.0,1.0,10
