title,criterion_director,criterion_year,criterion_country,imdb_tconst,imdb_year,imdb_runtime_minutes,match_method,confidence_score,title_similarity,director_similarity,year_similarity,actor_count
Sylvie et le fantôme,Claude Autant-Lara,1946,France,tt0038146,1946,97,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Bicycle Thieves,Vittorio De Sica,1948,Italy,tt0040522,1948,89,fuzzy_canonical,100.0,1.0,1.0,1.0,10
L’amore,Roberto Rossellini,1948,Italy,tt0040092,1948,69,fuzzy_canonical,100.0,1.0,1.0,1.0,4
Bitter Rice,Giuseppe De Santis,1949,Italy,tt0040737,1949,108,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Chains,Raffaello Matarazzo,1949,Italy,tt0041232,1949,74,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Jour de fête,Jacques Tati,1949,France,tt0040497,1949,70,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Le silence de la mer,Jean-Pierre Melville,1949,France,tt0039822,1949,87,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Such a Pretty Little Beach,Yves Allégret,1949,France,tt0040917,1949,91,fuzzy_canonical,100.0,1.0,1.0,1.0,10
La ronde,Max Ophuls,1950,France,tt0042906,1950,93,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Les enfants terribles,Jean-Pierre Melville,1950,France,tt0042436,1950,105,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Orpheus,Jean Cocteau,1950,France,tt0041719,1950,112,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Flowers of St. Francis,Roberto Rossellini,1950,Italy,tt0042477,1950,85,fuzzy_canonical,100.0,1.0,1.0,1.0,8
Tormento,Raffaello Matarazzo,1950,Italy,tt0046447,1950,87,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Variety Lights,Federico Fellini and Alberto Lattuada,1950,Italy,tt0042692,1950,97,fuzzy_canonical,96.0,1.0,0.8865,1.0,10
La poison,Sacha Guitry,1951,France,tt0043927,1951,85,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Miracle in Milan,Vittorio De Sica,1951,Italy,tt0043809,1951,97,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Casque d’or,Jacques Becker,1952,France,tt0043386,1952,94,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Fanfan la Tulipe,Christian-Jaque,1952,France,tt0044602,1952,102,fuzzy_canonical,100.0,1.0,1.0,1.0,10
He Who Is Without Sin...,Raffaello Matarazzo,1952,Italy,tt0044495,1952,97,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Le plaisir,Max Ophuls,1952,France,tt0045034,1952,97,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Nobody’s Children,Raffaello Matarazzo,1952,Italy,tt0043532,1951,102,fuzzy_canonical,92.5,1.0,1.0,0.5,10
The Machine That Kills Bad People,Roberto Rossellini,1952,Italy,tt0040559,1952,83,fuzzy_canonical,97.4,0.9484,1.0,1.0,10
Umberto D.,Vittorio De Sica,1952,Italy,tt0045274,1952,89,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Welcome Mr. Marshall!,Luis García Berlanga,1952,Spain,tt0045554,1953,78,fuzzy_canonical,92.5,1.0,1.0,0.5,10
I vitelloni,Federico Fellini,1953,Italy,tt0046521,1953,104,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Monsieur Hulot’s Holiday,Jacques Tati,1953,France,tt0046487,1953,83,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Earrings of Madame de . . .,Max Ophuls,1953,France,tt0046022,1953,105,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Golden Coach,Jean Renoir,1953,France,tt0044487,1952,103,fuzzy_canonical,92.5,1.0,1.0,0.5,10
The Wages of Fear,Henri-Georges Clouzot,1953,France,tt0046268,1953,156,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Boyfriend in Sight,Luis García Berlanga,1954,Spain,tt0047287,1954,83,fuzzy_canonical,100.0,1.0,1.0,1.0,10
La strada,Federico Fellini,1954,Italy,tt0047528,1954,108,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Senso,Luchino Visconti,1954,Italy,tt0047469,1954,123,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Torna!,Raffaello Matarazzo,1954,Italy,tt0046449,1954,98,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Death of a Cyclist,Juan Antonio Bardem,1955,Spain,tt0048394,1955,88,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Diabolique,Henri-Georges Clouzot,1955,France,tt0046911,1955,117,fuzzy_canonical,100.0,1.0,1.0,1.0,10
French Cancan,Jean Renoir,1955,France,tt0046998,1955,102,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Il bidone,Federico Fellini,1955,Italy,tt0047876,1955,92,fuzzy_canonical,100.0,1.0,1.0,1.0,10
La Pointe Courte,Agnès Varda,1955,France,tt0048499,1955,81,fuzzy_canonical,100.0,1.0,1.0,1.0,7
Le amiche,Michelangelo Antonioni,1955,Italy,tt0047821,1955,104,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Les Grandes Manœuvres,René Clair,1955,France,tt0048133,1955,106,fuzzy_canonical,97.6,0.9523,1.0,1.0,10
Lola Montès,Max Ophuls,1955,Germany,tt0048308,1955,116,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The White Angel,Raffaello Matarazzo,1955,Italy,tt0047832,1955,100,fuzzy_canonical,100.0,1.0,1.0,1.0,10
And God Created Woman,Roger Vadim,1956,France,tt0049189,1956,90,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Plucking the Daisy,Marc Allégret,1956,France,tt0049182,1956,98,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Rocket from Calabuch,Luis García Berlanga,1956,Italy,tt0049042,1956,93,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Il grido,Michelangelo Antonioni,1957,Italy,tt0050458,1957,116,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Miracles of Thursday,Luis García Berlanga,1957,Spain,tt0050574,1957,84,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Melbourne Rendez-vous,René Lucot,1957,France,tt0165926,1957,106,fuzzy_canonical,100.0,1.0,1.0,1.0,10
White Nights,Luchino Visconti,1957,Italy,tt0050782,1957,97,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Big Deal on Madonna Street,Mario Monicelli,1958,Italy,tt0052216,1958,106,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Elevator to the Gallows,Louis Malle,1958,France,tt0051378,1958,91,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Le beau Serge,Claude Chabrol,1958,France,tt0051404,1958,98,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Mon oncle,Jacques Tati,1958,France,tt0050706,1958,116,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Lovers,Louis Malle,1958,France,tt0052556,1958,90,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Night Heaven Fell,Roger Vadim,1958,France,tt0050193,1958,95,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Araya,Margot Benacerraf,1959,Venezuela,tt0051372,1959,90,fuzzy_canonical,100.0,1.0,1.0,1.0,2
Kapò,Gillo Pontecorvo,1959,Italy,tt0052961,1960,116,fuzzy_canonical,92.5,1.0,1.0,0.5,10
Les cousins,Claude Chabrol,1959,France,tt0052708,1959,112,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Pickpocket,Robert Bresson,1959,France,tt0053168,1959,76,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Testament of Orpheus,Jean Cocteau,1959,France,tt0054377,1960,79,fuzzy_canonical,92.5,1.0,1.0,0.5,10
The 400 Blows,François Truffaut,1959,France,tt0053198,1959,99,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Breathless,Jean-Luc Godard,1960,France,tt0053472,1960,90,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Eyes Without a Face,Georges Franju,1960,France,tt0053459,1960,90,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Il bell’Antonio,Mauro Bolognini,1960,Italy,tt0053643,1960,105,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Le trou,Jacques Becker,1960,France,tt0054407,1960,131,fuzzy_canonical,100.0,1.0,1.0,1.0,10
L’avventura,Michelangelo Antonioni,1960,Italy,tt0053619,1960,144,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Purple Noon,René Clément,1960,France,tt0054189,1960,118,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Rocco and His Brothers,Luchino Visconti,1960,France,tt0054248,1960,179,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Shoot the Piano Player,François Truffaut,1960,France,tt0054389,1960,92,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Stowaway in the Sky,Albert Lamorisse,1960,France,tt0056667,1960,85,fuzzy_canonical,100.0,1.0,1.0,1.0,8
The Apartment,Billy Wilder,1960,United States,tt0053604,1960,125,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Zazie dans le métro,Louis Malle,1960,France,tt0054494,1960,93,fuzzy_canonical,100.0,1.0,1.0,1.0,10
A Woman Is a Woman,Jean-Luc Godard,1961,France,tt0055572,1961,84,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Accattone,Pier Paolo Pasolini,1961,Italy,tt0054599,1961,117,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Divorce Italian Style,Pietro Germi,1961,Italy,tt0055913,1961,105,fuzzy_canonical,100.0,1.0,1.0,1.0,10
La notte,Michelangelo Antonioni,1961,Italy,tt0054130,1961,122,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Lola,Jacques Demy,1961,France,tt0055093,1961,90,fuzzy_canonical,100.0,1.0,1.0,1.0,10
"Léon Morin, Priest",Jean-Pierre Melville,1961,France,tt0055082,1961,117,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Paris Belongs to Us,Jacques Rivette,1961,France,tt0054156,1961,120,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Plácido,Luis García Berlanga,1961,Spain,tt0055310,1961,85,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Viridiana,Luis Buñuel,1961,Spain,tt0055601,1961,91,fuzzy_canonical,100.0,1.0,1.0,1.0,10
A Monkey in Winter,Henri Verneuil,1962,France,tt0056636,1962,105,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Adieu Philippine,Jacques Rozier and Jacques Rozier,1962,France,tt0143088,1962,106,fuzzy_canonical,96.0,1.0,0.8848,1.0,10
Any Number Can Win,Henri Verneuil,1962,France,tt0057344,1963,118,fuzzy_canonical,92.5,1.0,1.0,0.5,10
Cléo from 5 to 7,Agnès Varda,1962,France,tt0055852,1962,90,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Eva,Joseph Losey,1962,Italy,tt0059160,1962,107,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Il sorpasso,Dino Risi,1962,Italy,tt0056512,1962,108,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Jules and Jim,François Truffaut,1962,France,tt0055032,1962,105,fuzzy_canonical,100.0,1.0,1.0,1.0,10
La commare secca,Bernardo Bertolucci,1962,Italy,tt0055858,1962,88,fuzzy_canonical,100.0,1.0,1.0,1.0,10
L’eclisse,Michelangelo Antonioni,1962,Italy,tt0056736,1962,126,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Mafioso,Alberto Lattuada,1962,Italy,tt0056210,1962,105,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Mamma Roma,Pier Paolo Pasolini,1962,Italy,tt0056215,1962,110,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Salvatore Giuliano,Francesco Rosi,1962,Italy,tt0055399,1962,125,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Trial,Orson Welles,1962,France,tt0057427,1962,119,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Trial of Joan of Arc,Robert Bresson,1962,France,tt0059616,1962,64,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Vivre sa vie,Jean-Luc Godard,1962,France,tt0056663,1962,85,fuzzy_canonical,100.0,1.0,1.0,1.0,10
8½,Federico Fellini,1963,Italy,tt0056801,1963,138,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Bay of Angels,Jacques Demy,1963,France,tt0056846,1963,90,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Hands over the City,Francesco Rosi,1963,Italy,tt0057286,1963,101,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Judex,Georges Franju,1963,France,tt0057207,1963,98,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Le petit soldat,Jean-Luc Godard,1963,France,tt0054177,1963,88,fuzzy_canonical,100.0,1.0,1.0,1.0,8
Les abysses,Nico Papatakis,1963,France,tt0188388,1963,90,fuzzy_canonical,98.1,1.0,0.9454,1.0,9
Les carabiniers,Jean-Luc Godard,1963,,tt0056905,1963,80,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Magnet of Doom,Jean-Pierre Melville,1963,France,tt0056845,1963,102,fuzzy_canonical,100.0,1.0,1.0,1.0,10
"Muriel, or The Time of Return",Alain Resnais,1963,France,tt0057336,1963,115,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Executioner,Luis García Berlanga,1963,Spain,tt0057643,1963,90,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Fire Within,Louis Malle,1963,France,tt0057058,1963,108,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Organizer,Mario Monicelli,1963,Italy,tt0056945,1963,126,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Suitor,Pierre Étaix,1963,France,tt0056514,1962,83,fuzzy_canonical,92.5,1.0,1.0,0.5,10
"Yesterday, Today, and Tomorrow",Vittorio De Sica,1963,Italy,tt0057171,1963,119,fuzzy_canonical,100.0,1.0,1.0,1.0,10
I Am Cuba,Mikhail Kalatozov,1964,Cuba,tt0058604,1964,141,fuzzy_canonical,100.0,1.0,1.0,1.0,10
La ronde,Roger Vadim,1964,Italy,tt0058533,1964,110,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Marriage Italian Style,Vittorio De Sica,1964,,tt0058335,1964,102,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Red Desert,Michelangelo Antonioni,1964,France,tt0058003,1964,117,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Seduced and Abandoned,Pietro Germi,1964,Italy,tt0058564,1964,115,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Gospel According to Matthew,Pier Paolo Pasolini,1964,Italy,tt0058715,1964,137,fuzzy_canonical,98.8,0.9759,1.0,1.0,10
The Soft Skin,François Truffaut,1964,France,tt0058458,1964,113,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Umbrellas of Cherbourg,Jacques Demy,1964,France,tt0058450,1964,91,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Circus Angel,Albert Lamorisse,1965,France,tt0059177,1965,75,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Fists in the Pocket,Marco Bellocchio,1965,Italy,tt0059619,1965,110,fuzzy_canonical,100.0,1.0,1.0,1.0,10
I Knew Her Well,Antonio Pietrangeli,1965,Italy,tt0060545,1965,115,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Juliet of the Spirits,Federico Fellini,1965,Italy,tt0059229,1965,137,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Le bonheur,Agnès Varda,1965,France,tt0058985,1965,80,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Pierrot le fou,Jean-Luc Godard,1965,France,tt0059592,1965,110,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Hunt,Carlos Saura,1965,Spain,tt0060223,1966,91,fuzzy_canonical,92.5,1.0,1.0,0.5,8
Yoyo,Pierre Etaix,1965,France,tt0059934,1965,92,fuzzy_canonical,100.0,1.0,1.0,1.0,10
As Long as You’ve Got Your Health,Pierre Etaix,1966,France,tt0207145,1966,77,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Au hasard Balthazar,Robert Bresson,1966,France,tt0060138,1966,95,fuzzy_canonical,100.0,1.0,1.0,1.0,10
