actor_nconst,title_tconst
nm0503627,tt0082934
nm0810170,tt0181517
nm0931038,tt0181517
nm9459068,tt0181517
nm0619227,tt0360839
nm0847400,tt0360839
nm0794425,tt0360946
nm5517136,tt0447641
nm15334679,tt0447641
nm2608214,tt0970935
nm0762191,tt1225902
nm5934325,tt1470024
nm1342194,tt1470024
nm4944372,tt2258281
nm0664671,tt2358891
nm0829576,tt2452254
nm0957193,tt2452254
nm10387860,tt26270862
nm7267977,tt29002950
nm4510776,tt5786872
nm6252978,tt5786872
nm0299397,tt0027307
nm0096293,tt0027478
nm0945222,tt0027672
nm0074698,tt0027796
nm0559920,tt0027954
nm0343749,tt0027954
nm0280178,tt0028112
nm0219666,tt0028667
nm0573786,tt0028668
nm0362567,tt0029081
nm0152361,tt0029201
nm0112937,tt0029322
nm0201147,tt0029365
nm0370574,tt0029557
nm0789970,tt0029603
nm0666201,tt0029952
nm0557339,tt0030082
nm0239513,tt0030252
nm0116552,tt0030252
nm0377613,tt0030337
nm0517919,tt0030637
nm0903330,tt0030642
nm0124236,tt0030675
nm0594421,tt0098972
nm0411017,tt0098972
nm0000686,tt0099292
nm0265252,tt0099858
nm1001079,tt0099858
nm0132257,tt0100107
nm0629737,tt0100142
nm0661708,tt0100142
nm0860112,tt0100142
nm0637434,tt0100223
nm0689810,tt0100223
nm0002000,tt0100625
nm0000417,tt0100935
nm0948112,tt0100973
nm0950722,tt0100973
nm0398871,tt0101020
nm0512714,tt0101258
nm0788164,tt0101279
nm0304365,tt0101279
nm0033415,tt0101428
nm0241504,tt0101458
nm0345616,tt0101765
nm0836828,tt0101819
nm0643894,tt0101962
nm0074335,tt0101962
nm0551775,tt0102491
nm0955730,tt0102497
nm0243019,tt0102687
nm0801852,tt0102932
nm0393063,tt0103044
nm0244850,tt0103190
nm0518666,tt0103190
nm0823730,tt0103793
nm0106887,tt0103793
nm0520345,tt0104008
nm0555227,tt0104029
nm0382975,tt0104057
nm0246106,tt0104224
nm0606153,tt0104224
nm0461983,tt0104352
nm0224931,tt0104373
nm15076424,tt0104373
nm0225921,tt0104545
nm0347482,tt0104658
nm0112533,tt0104658
nm0120494,tt0104808
nm0005598,tt0104808
nm0767443,tt0104808
nm0765823,tt0105060
nm0407030,tt0105060
nm0000209,tt0105151
nm0001041,tt0105619
nm0657070,tt0105619
nm0506202,tt0106579
nm0457845,tt0106651
nm0645011,tt0229519
nm0442733,tt0229519
nm2150200,tt10365870
nm0595677,tt10849514
nm0457519,tt1248984
nm3600331,tt1248984
nm14893914,tt14906708
nm0001728,tt2276069
nm3239107,tt2347569
nm1272031,tt27590147
nm10743273,tt28608358
nm0688572,tt0056905
nm0320377,tt0056945
nm0466977,tt0057207
nm0386284,tt0057215
nm0619227,tt0057238
nm1650019,tt0057238
nm0250046,tt0057261
nm0001768,tt0057286
nm0446763,tt0058390
nm2327466,tt0058409
nm0848406,tt0058409
nm0001433,tt0058414
nm0522013,tt0058414
nm0652961,tt0058430
nm0848978,tt0058430
nm0847204,tt0053134
nm0196195,tt0053146
nm0959916,tt0053168
nm0593814,tt0053242
nm0823728,tt0053361
nm0562831,tt0053459
nm0000901,tt0053472
nm6350085,tt0053619
nm0001012,tt0053643
nm0541113,tt0053643
nm0154164,tt0053765
nm0481270,tt0053772
nm0806041,tt0053917
nm0719164,tt0053917
nm0773723,tt0054156
nm0439344,tt0054177
nm0740067,tt0054189
nm0659097,tt0054248
nm0906186,tt0054269
nm0654726,tt0054325
nm0559662,tt0054325
nm0038951,tt0054350
nm0398513,tt0054350
nm0619991,tt0054366
nm0143018,tt0054377
nm0002198,tt0054389
nm0178962,tt0054407
nm0292159,tt0054412
nm0605270,tt0054460
nm0218633,tt0054494
nm0634159,tt0054494
nm0107012,tt0054665
nm0619227,tt0054709
nm0654726,tt0054709
nm0001975,tt0054763
nm3058240,tt0054861
nm0239447,tt0055032
nm0000901,tt0055082
nm0778792,tt0055093
nm0243180,tt0055093
nm0938231,tt0055399
nm5972414,tt0055440
nm2234136,tt0055506
nm0040933,tt0055572
nm0239447,tt0055572
nm0001958,tt0055597
nm0466047,tt0055852
nm0816527,tt0055913
nm0136437,tt0055913
nm0000266,tt0055928
nm0561755,tt0055928
nm0867401,tt0056049
nm0122168,tt0056111
nm0457204,tt0056135
nm0945522,tt0056135
nm0297788,tt0056144
nm0814773,tt0056210
nm0538931,tt0056291
nm0867391,tt0056444
nm0582195,tt0056663
nm0052703,tt0056667
nm0157139,tt0056714
nm0605710,tt0056714
nm0683831,tt0056732
nm0062593,tt0056732
nm0001128,tt0056736
nm0016646,tt0056801
nm0220997,tt0057058
nm0230734,tt0057058
nm0496866,tt0057076
nm0948772,tt0057590
nm0532290,tt0057590
nm0047962,tt0057632
nm0671774,tt0057643
nm0690592,tt0057643
nm0906723,tt0057710
nm0901542,tt0058022
nm0000761,tt0058124
nm0027683,tt0058124
nm0002075,tt0058142
nm0878240,tt0058142
nm0559521,tt0058279
nm0457557,tt0058349
nm0171701,tt0058604
nm0099366,tt0058604
nm0591948,tt0058604
nm0242290,tt0058625
nm0443229,tt0058652
nm0406599,tt0058858
nm0865561,tt0058858
nm0434593,tt0058888
nm0238377,tt0058985
nm0245344,tt0059063
nm0913796,tt0059159
nm0594682,tt0059346
nm0244904,tt0059417
nm0949030,tt0059554
nm0620083,tt0059554
nm2974725,tt0059581
nm0002087,tt0059592
nm1019836,tt0059616
nm0386285,tt0059715
nm0408022,tt0059715
nm0793732,tt0059715
nm0326663,tt0059884
nm0462667,tt0059884
nm0620206,tt0060082
nm1351639,tt0060138
nm0921881,tt0060223
nm0473523,tt0060263
nm0333141,tt0060263
nm0176039,tt0060305
nm0043554,tt0060574
nm0762942,tt0060586
nm2572489,tt0060635
nm0333014,tt0060675
nm0423381,tt0060675
nm0387071,tt0060740
nm0575905,tt0060770
nm0579954,tt0060770
nm0954509,tt0060802
nm0954108,tt0161292
nm0370567,tt0164347
nm0766491,tt0164983
nm0848407,tt0164983
nm0643861,tt0165078
nm0619821,tt0165078
nm0001800,tt0169606
nm0442886,tt0259248
nm0849011,tt0259248
nm0183060,tt0262432
nm0004990,tt0405861
nm0001334,tt0405861
nm0199006,tt0411270
nm0491259,tt0411270
nm1705568,tt0411270
nm0008346,tt1087578
nm5124496,tt1337051
nm2015658,tt14039582
nm0643898,tt1446089
nm14379068,tt14641542
nm13633905,tt19623228
nm14643702,tt19652910
nm12613164,tt29893103
nm0441375,tt0054122
nm0527787,tt0054130
nm0078211,tt0054130
nm0386265,tt0054143
nm0847301,tt0054144
nm0619938,tt0054144
nm5309717,tt0054151
nm0138405,tt0057344
nm0001884,tt0057358
nm0461727,tt0057358
nm0619227,tt0057363
nm0486631,tt0057374
nm0147891,tt0057374
nm0359302,tt0057494
nm0202135,tt0057503
nm0434593,tt0057565
nm0454087,tt0057565
nm0001321,tt0057578
nm0192235,tt0057578
nm0548434,tt0057578
nm0594682,tt0060464
nm0442740,tt0060486
nm0803637,tt0060529
nm0762248,tt0060545
nm0758066,tt0060545
nm0865575,tt0060545
nm0464897,tt0060560
nm0837360,tt0060560
nm0264692,tt0038853
nm0445523,tt0038854
nm0007042,tt0038924
nm0686035,tt0039417
nm0870285,tt0039423
nm0079473,tt0039631
nm0561857,tt0039631
nm0628579,tt0039677
nm0111672,tt0039677
nm0724732,tt0040098
nm0643353,tt0040155
nm0645041,tt0040330
nm0001088,tt0040416
nm0752211,tt0040418
nm1150202,tt0040505
nm0120631,tt0040559
nm0323560,tt0040917
nm0784279,tt0040979
nm0849011,tt0040980
nm0837503,tt0041154
nm0409869,tt0041497
nm0212869,tt0041497
nm0247342,tt0041735
nm0052203,tt0041886
nm0826503,tt0041998
nm0027851,tt0041998
nm0051765,tt0042056
nm0768031,tt0042056
nm0894329,tt0072826
nm0834519,tt0073107
nm0435201,tt0073152
nm0284900,tt0073246
nm0759242,tt0073363
nm0740644,tt0073373
nm0849703,tt0073502
nm1387773,tt0073654
nm1372790,tt0073948
nm0407010,tt0074220
nm0377750,tt0074851
nm0450145,tt0074883
nm0077673,tt0074883
nm0037279,tt0074901
nm0382676,tt0074901
nm0000393,tt0074901
nm0000885,tt0074901
nm0390326,tt0075098
nm0687450,tt0075404
nm0024350,tt0075654
nm0510245,tt0075675
nm0919924,tt0075744
nm0058496,tt0095310
nm0107496,tt0095310
nm0450640,tt0095403
nm0309178,tt0095417
nm0704646,tt0095417
nm0689194,tt0096841
nm0703364,tt0097106
nm0483723,tt0097106
nm0000334,tt0097202
nm0874067,tt0098112
nm0850680,tt0143088
nm4501511,tt0143348
nm0910912,tt0144020
nm6628354,tt0150980
nm0094067,tt0154420
nm2493819,tt0781599
nm16417798,tt13648224
nm4515915,tt1376717
nm1153046,tt2017464
nm9391980,tt20205236
nm0002142,tt20212786
nm2616254,tt28618488
nm9622170,tt29271889
nm8206307,tt5795752
nm0006348,tt0050188
nm0604098,tt0050193
nm0297843,tt0050251
nm0867391,tt0050330
nm0586725,tt0050585
nm0296996,tt0050706
nm0770730,tt0050782
nm0001884,tt0050976
nm0090772,tt0051390
nm0398250,tt0051418
nm0945253,tt0051512
nm0226584,tt0051542
nm0620131,tt0051584
nm0000009,tt0051879
nm0789742,tt0051879
nm0248326,tt0051879
nm0851071,tt0051955
nm0440380,tt0051955
nm0236180,tt0052374
nm0157953,tt0052540
nm0343520,tt0052556
nm0358866,tt0052556
nm0847361,tt0052579
nm0617741,tt0052708
nm0853565,tt0052805
nm0780688,tt0087414
nm0038374,tt0087571
nm0797816,tt0087763
nm0141246,tt0087884
nm12387250,tt0087900
nm0440746,tt0087900
nm0001765,tt0087995
nm0952685,tt0087995
nm0001128,tt0088315
nm0000272,tt0088315
nm0042104,tt0088318
nm0106204,tt0088322
nm0000275,tt0088680
nm0001334,tt0088680
nm0000622,tt0089343
nm0490497,tt0089371
nm0159201,tt0089374
nm0644523,tt0089603
nm0635712,tt0089838
nm0408886,tt0090037
nm0907858,tt0090297
nm0790423,tt0090766
nm0854367,tt0091251
nm0628756,tt0091293
nm0000322,tt0091480
nm0044642,tt0091869
nm0592443,tt0091892
nm0672269,tt0091892
nm0913822,tt0092048
nm0466304,tt0092149
nm0786891,tt0092219
nm0862569,tt0092238
nm0849311,tt0092252
nm0088831,tt0092258
nm0862479,tt0092263
nm0458064,tt0092603
nm0434024,tt0092905
nm4197925,tt0093238
nm0514922,tt0093422
nm0943088,tt0093426
nm0719914,tt0093505
nm0480942,tt0093505
nm0689810,tt0093599
nm0637434,tt0093599
nm0720549,tt0093733
nm0656608,tt0093733
nm0000693,tt0093870
nm5817473,tt0093944
nm0037723,tt0094011
nm0592005,tt0094048
nm0768005,tt0094100
nm0665402,tt0094314
nm0223474,tt0094314
nm0002000,tt0094357
nm0790925,tt0094357
nm0000706,tt0094375
nm0094948,tt0094596
nm0656998,tt0094675
nm0745923,tt0094709
nm0000598,tt0094933
nm0254065,tt0240419
nm0530007,tt0240419
nm0151740,tt0244316
nm0874676,tt0338564
nm1621287,tt0456149
nm0000368,tt0460829
nm1675549,tt1020773
nm2797606,tt1093842
nm14755967,tt14550346
nm4391980,tt1847731
nm0155607,tt2560102
nm10321795,tt28349668
nm10588371,tt33381401
nm0160823,tt0093258
nm0061306,tt0093267
nm1433026,tt0093284
nm0504899,tt0093304
nm0352914,tt0042229
nm1483518,tt0042436
nm0252244,tt0042466
nm0132224,tt0042665
nm0243894,tt0042692
nm0298889,tt0042692
nm0221527,tt0042700
nm0105462,tt0042783
nm0793766,tt0042876
nm0325939,tt0042898
nm0004625,tt0042906
nm0793766,tt0042958
nm0001739,tt0042980
nm0534280,tt0043140
nm0148825,tt0043386
nm0015176,tt0043699
nm0631553,tt0043801
nm0220397,tt0043927
nm0540311,tt0044060
nm0000790,tt0044121
nm0783116,tt0044121
nm0383261,tt0044163
nm0263052,tt0044355
nm0816527,tt0044487
nm0404021,tt0044602
nm0540311,tt0044811
nm0251063,tt0044837
nm0201638,tt0045034
nm0202405,tt0045034
nm0559642,tt0045112
nm0001536,tt0045112
nm0945544,tt0045112
nm0536009,tt0045274
nm0881540,tt0045802
nm0872300,tt0045848
nm0213581,tt0046022
nm0595105,tt0046127
nm0085007,tt0046345
nm0383261,tt0046438
nm0361697,tt0046438
nm0490404,tt0046447
nm0630123,tt0046447
nm0188133,tt0046449
nm0847302,tt0046468
nm0847408,tt0046468
nm0004244,tt0046487
nm0664339,tt0046487
nm0738300,tt0046487
nm0872689,tt0046521
nm0595105,tt0046750
nm0590940,tt0046851
nm0654712,tt0046851
nm0935389,tt0047167
nm0896065,tt0047287
nm0848796,tt0047300
nm0000006,tt0047336
nm0776407,tt0047336
nm0927254,tt0047336
nm0215098,tt0047336
nm0944779,tt0047444
nm0359296,tt0047445
nm0603682,tt0047579
nm0763072,tt0047832
nm0768032,tt0048127
nm0347541,tt0048308
nm0886870,tt0048393
nm0216886,tt0048394
nm0848796,tt0048429
nm0051846,tt0048473
nm0397024,tt0048527
nm0596384,tt0048757
nm0000910,tt0048801
nm0906723,tt0048933
nm0015176,tt0048933
nm0544786,tt0049177
nm0561142,tt0049182
nm0561189,tt0049182
nm0849011,tt0049537
nm0712731,tt0049552
nm0001417,tt0049552
nm0156928,tt0049710
nm0644282,tt0049902
nm1336552,tt0118818
nm0206753,tt0118845
nm0714310,tt0119174
nm0375990,tt0119629
nm0015636,tt0119629
nm1563652,tt0119755
nm0079846,tt0119809
nm0520006,tt0119844
nm0385846,tt0120101
nm0605174,tt0120255
nm0265229,tt0120263
nm0639282,tt0120263
nm0904220,tt0120263
nm0433678,tt0120263
nm0645612,tt0120372
nm0613983,tt0120372
nm0579201,tt0120674
nm0546478,tt0122111
nm0148393,tt0122770
nm0467631,tt0122770
nm0794555,tt0173240
nm0408585,tt0174707
nm0209516,tt0176049
nm0869043,tt0176049
nm0009769,tt0216386
nm0000209,tt0218817
nm0837361,tt0226737
nm0881540,tt0226737
nm0034836,tt0227858
nm0611315,tt0312886
nm2226995,tt0312886
nm0451831,tt0318069
nm0840285,tt0318346
nm0150952,tt0415380
nm0041226,tt0415380
nm0959984,tt0415906
nm0432380,tt0415978
nm0922668,tt0415978
nm0837476,tt0417214
nm0746085,tt0993789
nm0412096,tt1032846
nm2308578,tt1032846
nm1034172,tt12564514
nm1493163,tt1570989
nm2227000,tt1700844
nm2344050,tt32828123
nm0538931,tt5278832
nm0037130,tt0060879
nm0619938,tt0061065
nm2517533,tt0061101
nm0850190,tt0061132
nm0767567,tt0061162
nm0000366,tt0061395
nm0054334,tt0061495
nm0885098,tt0061613
nm1148366,tt0061613
nm0927094,tt0061620
nm0780918,tt0061781
nm0803672,tt0061834
nm0649033,tt0061882
nm1441891,tt0062042
nm0523609,tt0062113
nm0219875,tt0062136
nm0404298,tt0062262
nm0297800,tt0062411
nm0868692,tt0062492
nm0297805,tt0062518
nm0221831,tt0062663
nm0657848,tt0062893
nm0000761,tt0062981
nm0027683,tt0062981
nm0085038,tt0062981
nm0839244,tt0062981
nm0346510,tt0063268
nm0420568,tt0063527
nm1784671,tt0063555
nm0869601,tt0063598
nm0579954,tt0063633
nm0047872,tt0063646
nm0074303,tt0063646
nm1450580,tt0063646
nm0814994,tt0063651
nm0001128,tt0063715
nm0001884,tt0063759
nm0389409,tt0063791
nm0387218,tt0063791
nm0793766,tt0063835
nm0229520,tt0063876
nm0699659,tt0083789
nm0950345,tt0084042
nm1000999,tt0084042
nm4318170,tt0084248
nm0020312,tt0084269
nm0603402,tt0084565
nm0771365,tt0084565
nm0776711,tt0084654
nm0671515,tt0084654
nm0093081,tt0084740
nm0031958,tt0084740
nm0167467,tt0084740
nm0000029,tt0084786
nm0109175,tt0084867
nm1173710,tt0085180
nm0572430,tt0085267
nm0849916,tt0085533
nm0000267,tt0085891
nm0879764,tt0085933
nm0486496,tt0086087
nm0605429,tt0086551
nm3140382,tt0086631
nm0637160,tt0086650
nm0000313,tt0086859
nm0179976,tt0086859
nm0000945,tt0086889
nm0513041,tt0086889
nm0545810,tt0086979
nm0950345,tt0110545
nm0375990,tt0110545
nm0015636,tt0110545
nm0892574,tt0110882
nm0593865,tt0110882
nm0148081,tt0111495
nm0944072,tt0111681
nm0694075,tt0111681
nm0450185,tt0111845
nm0004906,tt0112364
nm0681566,tt0112654
nm0305488,tt0112654
nm0000302,tt0112769
nm0734001,tt0112769
nm0109365,tt0112769
nm0001200,tt0112817
nm0856708,tt0112887
nm0233812,tt0113273
nm0000454,tt0115632
nm0494078,tt0115822
nm0204706,tt0116041
nm0451376,tt0116650
nm0632928,tt0116650
nm0151755,tt0116962
nm0650495,tt0117394
nm0505159,tt0118644
nm0659029,tt0118694
nm0465499,tt0118694
nm0687914,tt0269461
nm0100353,tt0274117
nm0000454,tt1008017
nm5356128,tt10767168
nm10895155,tt10767168
nm3335498,tt4714782
nm0913796,tt0063169
nm0880002,tt0063198
nm0457551,tt0063206
nm1027682,tt0015864
nm0614515,tt0016395
nm0107055,tt0064536
nm0379258,tt0064536
nm0498911,tt0064674
nm0375167,tt0064793
nm0093829,tt0064843
nm0611858,tt0065036
nm0350196,tt0065234
nm0903137,tt0065391
nm0849358,tt0065649
nm0529543,tt0065651
nm0320988,tt0066065
nm0190595,tt0066207
nm3738220,tt0066466
nm0092008,tt0066498
nm0906723,tt0066603
nm0477785,tt0066773
nm5512853,tt0067148
nm0433267,tt0067439
nm0447571,tt0067580
nm0266792,tt0067649
nm0448563,tt0067755
nm0768788,tt0067810
nm0227647,tt0067810
nm0804506,tt0068205
nm0273178,tt0068207
nm0880849,tt0068371
nm0781291,tt0068379
nm0562206,tt0068815
nm0357297,tt0068815
nm0559607,tt0068816
nm0645011,tt0068816
nm0394588,tt0069086
nm0028674,tt0069198
nm0813463,tt0069293
nm0055835,tt0069293
nm0745467,tt0069687
nm2317304,tt0069996
nm0035593,tt0069996
nm0893770,tt0070007
nm0273178,tt0070040
nm1039086,tt0070122
nm0925154,tt0070155
nm0026414,tt0070155
nm0502156,tt0070544
nm0452288,tt0070698
nm1501542,tt0070698
nm0874535,tt0070832
nm0598971,tt0070959
nm0759395,tt0070959
nm0959923,tt0070959
nm0587173,tt0071282
nm0817748,tt0071282
nm6210356,tt0071411
nm0835476,tt0071458
nm0529645,tt0071587
nm1178506,tt0071587
nm0086443,tt0071733
nm0517218,tt0071833
nm14886112,tt0071859
nm0006573,tt0071910
nm0025131,tt0071910
nm0760198,tt0072030
nm0209368,tt0072030
nm0220908,tt0072053
nm0245974,tt0072053
nm0047323,tt0072195
nm0738089,tt0135024
nm0726886,tt0136099
nm0623752,tt0138355
nm0808180,tt0139641
nm0585323,tt0139641
nm0395020,tt0190590
nm0186166,tt0191053
nm5249489,tt0191066
nm0849423,tt0274686
nm1445953,tt0274686
nm0149942,tt0280380
nm1975623,tt0284034
nm0490489,tt0374339
nm0753526,tt0379217
nm0726527,tt0379217
nm0298576,tt0385202
nm1194748,tt0869977
nm0998342,tt1189367
nm0376720,tt1322903
nm0091080,tt18317064
nm0001473,tt26442871
nm16328411,tt26448954
nm0414683,tt30810787
nm0171499,tt32086004
nm0806819,tt0064546
nm0720952,tt0064609
nm0499534,tt0064609
nm0110023,tt0064609
nm0030495,tt0064609
nm0004462,tt0064612
nm0463098,tt0064612
nm0712237,tt0064612
nm0651807,tt0064620
nm0042489,tt0064625
nm0000897,tt0030888
nm0761320,tt0031270
nm0166234,tt0031334
nm0336579,tt0031334
nm0223005,tt0031514
nm0890887,tt0031544
nm0104930,tt0031575
nm0100565,tt0031593
nm0048653,tt0031650
nm0001948,tt0031742
nm0253619,tt0031885
nm0869765,tt0031885
nm0223168,tt0032179
nm0566948,tt0032484
nm0070361,tt0032484
nm0161862,tt0032484
nm0000122,tt0032553
nm0002104,tt0032553
nm0306786,tt0032553
nm0493347,tt0032728
nm0002270,tt0033152
nm0935565,tt0033152
nm0073590,tt0033858
nm0371135,tt0034240
nm0754955,tt0034298
nm1737557,tt0034587
nm0385443,tt0034591
nm0130407,tt0034928
nm0294382,tt0035017
nm0525283,tt0035039
nm0088396,tt0035039
nm0725897,tt0035446
nm0001916,tt0035521
nm0864921,tt0035567
nm0849586,tt0035567
nm0213581,tt0035737
nm0180115,tt0035737
nm0740696,tt0035753
nm0484303,tt0035753
nm0604094,tt0035823
nm0581416,tt0036695
nm0339512,tt0036910
nm0147785,tt0036914
nm1156002,tt0036947
nm0090043,tt0037367
nm0136983,tt0037558
nm0397284,tt0037638
nm0477767,tt0038268
nm0000039,tt0038289
nm0651506,tt0038810
nm0269423,tt0038824
nm0619953,tt0123948
nm0370717,tt0125659
nm0290023,tt0126654
nm0575198,tt0126908
nm0847110,tt0127310
nm0562917,tt0130218
nm2114334,tt0130218
nm0350884,tt0131335
nm0154536,tt0131335
nm0527099,tt0133122
nm0034836,tt0134749
nm0031832,tt0134756
nm0619098,tt0134771
nm0644856,tt0199905
nm0592756,tt0199905
nm0326556,tt0200071
nm0386179,tt0200768
nm0867391,tt0200768
nm0793567,tt0200769
nm0586733,tt0202153
nm0652740,tt0202153
nm0847645,tt0202154
nm0441351,tt0202604
nm0768031,tt0203040
nm0411697,tt0203751
nm0784119,tt0203797
nm1163128,tt0204716
nm0462042,tt0204716
nm0938893,tt0369060
nm0000147,tt0373450
nm0411417,tt0426900
nm0968570,tt0765469
nm0000115,tt1095217
nm3721683,tt1403047
nm1029367,tt14407336
nm0247237,tt1837636
nm9369826,tt35022825
nm0931329,tt4468634
nm0657090,tt5222918
nm0398300,tt0006614
nm0001067,tt0012349
nm0917912,tt0012364
nm0358653,tt0013075
nm0205192,tt0013201
nm0001152,tt0107152
nm0210218,tt0107165
nm8110448,tt0107736
nm0939153,tt0108074
nm0067118,tt0108366
nm0000365,tt0108394
nm0642239,tt0108554
nm0001025,tt0108554
nm0553793,tt0109020
nm0178615,tt0109085
nm0814324,tt0109424
nm0644897,tt0109655
nm0151822,tt0109655
nm0263890,tt0109655
nm0628874,tt0109685
nm0350589,tt0109702
nm0883602,tt0109843
nm0150674,tt0154767
nm0350445,tt0157122
nm0000662,tt0211941
nm0000469,tt0212772
nm0045467,tt0212772
nm1235696,tt0328802
nm0261967,tt0330536
nm0284588,tt0984130
nm1055413,tt0986233
nm2595487,tt0990404
nm1988636,tt1508675
nm9863633,tt16022080
nm4588116,tt2035630
nm17635845,tt38060097
nm1164862,tt8943224
nm4583383,tt8943224
nm0738976,tt0018051
nm0408151,tt0018054
nm0678762,tt0018362
nm0864403,tt0018523
nm0021357,tt0018523
nm0498919,tt0018826
nm0000036,tt0019421
nm0126410,tt0019421
nm0385443,tt0019796
nm0775361,tt0020163
nm0028114,tt0020814
nm0645438,tt0021406
nm0008108,tt0021409
nm0831889,tt0021890
nm0442886,tt0022048
nm0076432,tt0022080
nm0643997,tt0022100
nm0849011,tt0022105
nm0745600,tt0022125
nm0682769,tt0022150
nm0706926,tt0022877
nm0146235,tt0022941
nm0861500,tt0022941
nm0275310,tt0023241
nm0950811,tt0023261
nm0594709,tt0023450
nm0732079,tt0023985
nm0594062,tt0024120
nm0179690,tt0024480
nm0099783,tt0024710
nm0517058,tt0024757
nm0407329,tt0024793
nm0546621,tt0024844
nm0001195,tt0024962
nm0694403,tt0025094
nm0524915,tt0025094
nm0215415,tt0025100
nm0412637,tt0025214
nm0753479,tt0025214
nm0052203,tt0025452
nm0683345,tt0025452
nm0612359,tt0025456
nm0031832,tt0025929
nm0384962,tt0026406
nm0442664,tt0027164
nm0320761,tt0027214
nm0346533,tt0075860
nm0346852,tt0075983
nm0615905,tt0076085
nm0219342,tt0076155
nm0148149,tt0076221
nm0104753,tt0076240
nm0601452,tt0076263
nm0000328,tt0076299
nm14097795,tt0077383
nm3064984,tt0077740
nm0052329,tt0077775
nm0802373,tt0077775
nm0028497,tt0077964
nm0560962,tt0078021
nm0144045,tt0078152
nm0000869,tt0078259
nm0000347,tt0078259
nm0000980,tt0078259
nm0077921,tt0078771
nm0856918,tt0078875
nm0192490,tt0079010
nm0800143,tt0079010
nm0865757,tt0079041
nm0880187,tt0079095
nm0006737,tt0079095
nm0644523,tt0079182
nm0000329,tt0079315
nm0559607,tt0079317
nm0025546,tt0079472
nm0000554,tt0079596
nm0344188,tt0079596
nm0278201,tt0079672
nm0025445,tt0079854
nm0293981,tt0079944
nm0493271,tt0080009
nm0219259,tt0080125
nm0000986,tt0080310
nm0393853,tt0080408
nm0723827,tt0080610
nm0482580,tt0080827
nm0048468,tt0080889
nm0293550,tt0081070
nm0230812,tt0081070
nm0148471,tt0081076
nm0111031,tt0081291
nm0001167,tt0081633
nm0247995,tt0081686
nm0216168,tt0081686
nm0719765,tt0082053
nm0339621,tt0082053
nm0599603,tt0082093
nm0001376,tt0082206
nm0547339,tt0082206
nm0545383,tt0082206
nm0064650,tt0082206
nm0883569,tt0082259
nm0476194,tt0082313
nm0871501,tt0082934
nm0031890,tt0186725
nm0072319,tt0188388
nm0733958,tt0188388
nm0432425,tt0292066
nm0762942,tt0360839
nm2434010,tt1714210
nm4914976,tt2258281
nm4915334,tt2258281
nm0849944,tt2258281
nm0691316,tt2358891
nm0021047,tt33253824
nm0476673,tt0027307
nm0431212,tt0027336
nm0494670,tt0027336
nm0880861,tt0027672
nm0353762,tt0027796
nm0003424,tt0027977
nm0822034,tt0027985
nm0357111,tt0027985
nm0884882,tt0028165
nm0117423,tt0028167
nm10242788,tt0028201
nm0217876,tt0028201
nm0796662,tt0028212
nm0102916,tt0028358
nm0829838,tt0028358
nm0219666,tt0028668
nm0930336,tt0028827
nm0496819,tt0029081
nm0869393,tt0029081
nm0888479,tt0029087
nm0857658,tt0029201
nm0419982,tt0029365
nm0919545,tt0029365
nm0217876,tt0029394
nm0951532,tt0029394
nm0317771,tt0029453
nm0476673,tt0029557
nm0002897,tt0029603
nm0572808,tt0029603
nm0132682,tt0029952
nm0000059,tt0030063
nm0670231,tt0030063
nm0753062,tt0030066
nm0084956,tt0030066
nm0846451,tt0030082
nm0841061,tt0030337
nm0161515,tt0099040
nm0001642,tt0099286
nm0363705,tt0099286
nm0216187,tt0099334
nm0484929,tt0100107
nm0872632,tt0100107
nm0166221,tt0100142
nm0904933,tt0100223
nm0126569,tt0100223
nm0957831,tt0100234
nm0069266,tt0100536
nm0647494,tt0100536
nm0000353,tt0100935
nm0161193,tt0101020
nm0000721,tt0101026
nm0000104,tt0101026
nm0704719,tt0101026
nm0244884,tt0101279
nm0681566,tt0101428
nm0736655,tt0101428
nm0718939,tt0101428
nm0000458,tt0101458
nm0681566,tt0101819
nm0461940,tt0101985
nm0239345,tt0102141
nm0543894,tt0102458
nm0314566,tt0102497
nm0266170,tt0102536
nm0001609,tt0102536
nm0066480,tt0102685
nm0320451,tt0102687
nm0628734,tt0103044
nm0950722,tt0103295
nm0700587,tt0103793
nm0720932,tt0104008
nm0554830,tt0104029
nm0206365,tt0104057
nm0393842,tt0104057
nm15076423,tt0104373
nm0228030,tt0104373
nm0563329,tt0104545
nm0590440,tt0104658
nm0938893,tt0104684
nm0482572,tt0104684
nm0241290,tt0104808
nm0297860,tt0105060
nm0000706,tt0105619
nm0910935,tt0105655
nm7722940,tt0105888
nm0441375,tt0106651
nm0383093,tt0106651
nm0891406,tt0296809
nm1179036,tt0304678
nm1179157,tt0304678
nm10708749,tt10365870
nm0879971,tt1248984
nm12741353,tt14906708
nm12764084,tt15555264
nm0038960,tt1935157
nm2436809,tt2276069
nm11788961,tt27590147
nm4472370,tt28608358
nm0084497,tt3091286
nm4721746,tt3091286
nm10396583,tt9595506
nm0355610,tt0056845
nm0201561,tt0056845
nm0603402,tt0056846
nm0244849,tt0056846
nm0664885,tt0056854
nm0433627,tt0056854
nm0088396,tt0056945
nm0141123,tt0056945
nm0673749,tt0056945
nm0463590,tt0057215
nm0853392,tt0057215
