actor_nconst,title_tconst
nm0457211,tt0056003
nm0652961,tt0056049
nm0848533,tt0056058
nm0052491,tt0056144
nm0408343,tt0056144
nm0863896,tt0056210
nm6648908,tt0056215
nm1148757,tt0056327
nm0619991,tt0056327
nm0297869,tt0056443
nm0586352,tt0056444
nm0900143,tt0056736
nm0723280,tt0056736
nm0000052,tt0056801
nm0095950,tt0056801
nm0804077,tt0057058
nm0165915,tt0057058
nm0609731,tt0057058
nm0502322,tt0057076
nm0148284,tt0057171
nm0415720,tt0057611
nm0286929,tt0057611
nm0793567,tt0057714
nm0633154,tt0057714
nm0008384,tt0057715
nm5478509,tt0057829
nm0433414,tt0058001
nm0771324,tt0058001
nm0722231,tt0058003
nm0303611,tt0058006
nm0218228,tt0058022
nm0745104,tt0058138
nm0571435,tt0058142
nm0005200,tt0058182
nm0864797,tt0058349
nm0948762,tt0058604
nm0297869,tt0058652
nm0142318,tt0058715
nm0475830,tt0058858
nm0449197,tt0058946
nm12963526,tt0058946
nm0633997,tt0059159
nm0383689,tt0059159
nm0654726,tt0059159
nm0483166,tt0059177
nm0859732,tt0059177
nm0853392,tt0059205
nm0793766,tt0059205
nm0357307,tt0059303
nm5570307,tt0059348
nm0699812,tt0059415
nm0463892,tt0059415
nm0673348,tt0059456
nm0759214,tt0059456
nm0958903,tt0059527
nm0339668,tt0059527
nm2974014,tt0059581
nm0040933,tt0059592
nm0674012,tt0059653
nm0458877,tt0059934
nm0475664,tt0060082
nm0487553,tt0060107
nm0333191,tt0060107
nm0039808,tt0060138
nm0756292,tt0060440
nm0161157,tt0060635
nm0116067,tt0060740
nm0097891,tt0060742
nm0121519,tt0161292
nm0848533,tt0164347
nm0619227,tt0164707
nm0441526,tt0164982
nm0847645,tt0164984
nm0913912,tt0165339
nm0451376,tt0165773
nm0574561,tt0165773
nm0461658,tt0169606
nm0649851,tt0259248
nm0034644,tt0259255
nm1198964,tt0259255
nm0881303,tt0407929
nm3086126,tt1087578
nm4663718,tt14641542
nm0396992,tt5323760
nm7512462,tt5323760
nm4215817,tt6910282
nm13755945,tt6910282
nm0154110,tt0054073
nm0315545,tt0054073
nm0879743,tt0054107
nm0386265,tt0054107
nm4235336,tt0054122
nm0550372,tt0054130
nm0300064,tt0057344
nm0511458,tt0057358
nm0862071,tt0057358
nm0014932,tt0057363
nm0794944,tt0057427
nm0847698,tt0057494
nm0367156,tt0057578
nm0913796,tt0060486
nm0470901,tt0060543
nm0654726,tt0060560
nm0848984,tt0060560
nm0622440,tt0038853
nm0000748,tt0038854
nm0656496,tt0038890
nm0268119,tt0039192
nm0733460,tt0039192
nm0170344,tt0039224
nm0945562,tt0039406
nm0031812,tt0039651
nm0948989,tt0039651
nm0000053,tt0039689
nm0462069,tt0039871
nm0001284,tt0040098
nm0439959,tt0040155
nm0534317,tt0040160
nm0540311,tt0040330
nm0793674,tt0040413
nm0559521,tt0040413
nm0014027,tt0040418
nm0291289,tt0040497
nm0043679,tt0040505
nm0594652,tt0040505
nm0266366,tt0040559
nm0765093,tt0040636
nm0628579,tt0040662
nm0677961,tt0040725
nm0383261,tt0040782
nm0785771,tt0040917
nm0619213,tt0040980
nm0001536,tt0041699
nm0762966,tt0041713
nm1172718,tt0041713
nm0000006,tt0041931
nm0002869,tt0072417
nm0855486,tt0072443
nm0771869,tt0073152
nm0000694,tt0073152
nm0280955,tt0073166
nm0832422,tt0073198
nm0232540,tt0073198
nm0616163,tt0073373
nm0003337,tt0073424
nm0624259,tt0073502
nm0620026,tt0074102
nm0794193,tt0074102
nm0765169,tt0074168
nm1001079,tt0074168
nm0804741,tt0074220
nm0518579,tt0074312
nm0845053,tt0074360
nm0709654,tt0074360
nm0556190,tt0074851
nm0390707,tt0074851
nm0644680,tt0074883
nm0282530,tt0074916
nm0320988,tt0074916
nm0000885,tt0075654
nm0051257,tt0095310
nm1146618,tt0095310
nm0109192,tt0095417
nm0856227,tt0095468
nm0132257,tt0095583
nm0053256,tt0095583
nm0002077,tt0095951
nm0166688,tt0095951
nm0322635,tt0096163
nm0120431,tt0096336
nm0000438,tt0096409
nm0939309,tt0096461
nm0482580,tt0096472
nm0874874,tt0096472
nm0938052,tt0097052
nm0160846,tt0097202
nm0874684,tt0097202
nm0938944,tt0097202
nm0346614,tt0097409
nm0475411,tt0097728
nm0293559,tt0097940
nm0150796,tt0098019
nm0097040,tt0098112
nm0451376,tt0098368
nm0758825,tt0098532
nm0617394,tt0098532
nm0357307,tt0143012
nm0644561,tt0143012
nm0135671,tt0143088
nm0142120,tt0150430
nm0002077,tt0151568
nm0497274,tt0151568
nm0860947,tt0154420
nm0627023,tt0154420
nm0231152,tt0154420
nm0751301,tt0154506
nm0252831,tt0154506
nm0875309,tt0154683
nm0594470,tt0154683
nm0002049,tt0251300
nm0226143,tt0251300
nm1143840,tt0311384
nm14462664,tt0311384
nm15718989,tt0311384
nm1302444,tt0468526
nm3639025,tt0468526
nm0471406,tt1173745
nm4515880,tt1376717
nm0437520,tt2017464
nm1795822,tt2017464
nm8198284,tt5795752
nm0474855,tt0050188
nm0474975,tt0050188
nm0000075,tt0050307
nm0421924,tt0050307
nm0452953,tt0050393
nm0885098,tt0050458
nm0792996,tt0050585
nm0001536,tt0050613
nm0945222,tt0050613
nm0793643,tt0050613
nm0199813,tt0050706
nm0511458,tt0050976
nm0034836,tt0051093
nm0297869,tt0051093
nm0693560,tt0051378
nm0744600,tt0051390
nm0913319,tt0051390
nm0064307,tt0051404
nm0000537,tt0051418
nm0634593,tt0051512
nm0000472,tt0051542
nm0007042,tt0051713
nm0493347,tt0051713
nm0847197,tt0051720
nm0604914,tt0051739
nm0015293,tt0051792
nm0156928,tt0051808
nm0847197,tt0051828
nm0015609,tt0051955
nm0620206,tt0051955
nm0644512,tt0052016
nm1388823,tt0052016
nm0350463,tt0052017
nm0473109,tt0052080
nm0613867,tt0052216
nm0801433,tt0052374
nm0950835,tt0052414
nm0097625,tt0052556
nm1434574,tt0052572
nm0154107,tt0052572
nm0412204,tt0052600
nm0496108,tt0052654
nm0345354,tt0052708
nm0395942,tt0052957
nm0673034,tt0052961
nm0619218,tt0052966
nm0848796,tt0052981
nm1097940,tt0052981
nm0515193,tt0052997
nm0464485,tt0053106
nm0043398,tt0053114
nm0755401,tt0053114
nm1126905,tt0087571
nm0206365,tt0087763
nm0644685,tt0087821
nm0794585,tt0087900
nm0594257,tt0088222
nm0001573,tt0088680
nm0588241,tt0088680
nm0632572,tt0088992
nm0156875,tt0089177
nm0950757,tt0089371
nm0176845,tt0089537
nm0297975,tt0089603
nm0321764,tt0089606
nm0141697,tt0089838
nm0001599,tt0090251
nm0956086,tt0090252
nm0208850,tt0090563
nm0157805,tt0090922
nm0910709,tt0090922
nm0000334,tt0090922
nm0482580,tt0090956
nm0156875,tt0090956
nm0047016,tt0091229
nm0000367,tt0091288
nm0099346,tt0091461
nm0098959,tt0091480
nm0640613,tt0091859
nm0769556,tt0091869
nm0645202,tt0092048
nm0475411,tt0092149
nm0219342,tt0092219
nm0514906,tt0092252
nm0351719,tt0092252
nm0002000,tt0092263
nm0690450,tt0092557
nm0705072,tt0092593
nm0075710,tt0092593
nm0375959,tt0093006
nm0046662,tt0093006
nm0367696,tt0093029
nm0000931,tt0093029
nm0384908,tt0093431
nm0443811,tt0093431
nm0203958,tt0093431
nm0190683,tt0093599
nm0843946,tt0093599
nm0884800,tt0093668
nm0001074,tt0093870
nm0214088,tt0094011
nm0181395,tt0094248
nm0709980,tt0094314
nm0105838,tt0094314
nm0255573,tt0094336
nm0862479,tt0094357
nm0231716,tt0094596
nm0210217,tt0094709
nm0012033,tt0240419
nm1057903,tt0243255
nm0442879,tt0456892
nm2374070,tt0460480
nm0136641,tt0460480
nm4739109,tt0460480
nm0751950,tt0838221
nm0315986,tt1020773
nm0705005,tt14550346
nm12731674,tt28349668
nm11184474,tt28349668
nm10780780,tt33381401
nm2282593,tt33381401
nm0399070,tt0093258
nm0576862,tt0093267
nm0079341,tt0093295
nm1177341,tt0093295
nm0214438,tt0093342
nm0639529,tt0042369
nm0074689,tt0042466
nm0264762,tt0042477
nm0394661,tt0042762
nm0477553,tt0042876
nm0056761,tt0042906
nm0605270,tt0043159
nm0753479,tt0043313
nm0407401,tt0043313
nm0762966,tt0043313
nm0578805,tt0043386
nm0741147,tt0043532
nm0658073,tt0043567
nm0945836,tt0043587
nm0538472,tt0043601
nm0595105,tt0043699
nm0142120,tt0043927
nm0460874,tt0043972
nm0457492,tt0044029
nm0594542,tt0044029
nm0298777,tt0044060
nm0645041,tt0044060
nm0404665,tt0044072
nm0727826,tt0044487
nm0383318,tt0044487
nm0741147,tt0044495
nm0656180,tt0044602
nm0848984,tt0044741
nm0262725,tt0044744
nm0751983,tt0044744
nm0906699,tt0044793
nm0594542,tt0044793
nm0385443,tt0044793
nm0572324,tt0045056
nm0793879,tt0045112
nm0739190,tt0045554
nm0027683,tt0045848
nm0112548,tt0045848
nm0833324,tt0045848
nm0085038,tt0045848
nm0377397,tt0045900
nm0481270,tt0045900
nm0410965,tt0045935
nm0624346,tt0045971
nm0756866,tt0045971
nm0525793,tt0046268
nm0945522,tt0046438
nm0395940,tt0046750
nm0015176,tt0046750
nm0768032,tt0046750
nm0233937,tt0046911
nm0231098,tt0046998
nm0370848,tt0047094
nm0595105,tt0047300
nm0471031,tt0047336
nm0320988,tt0047469
nm0080614,tt0047469
nm0746279,tt0047528
nm0267838,tt0047832
nm0264429,tt0048133
nm0259001,tt0048272
nm0302540,tt0048308
nm0543924,tt0048308
nm0142976,tt0048394
nm0739116,tt0048394
nm10659318,tt0048499
nm0837959,tt0048527
nm0569000,tt0048673
nm0462073,tt0048731
nm0076069,tt0049042
nm0274464,tt0049042
nm0755953,tt0049710
nm0137010,tt0049730
nm0595878,tt0049761
nm0849062,tt0049821
nm0457492,tt0049821
nm0849062,tt0049976
nm0867391,tt0049976
nm0385443,tt0049976
nm0001020,tt0118818
nm0785227,tt0118818
nm0005513,tt0118866
nm0280250,tt0118866
nm0000679,tt0119174
nm0007412,tt0119375
nm0239152,tt0119844
nm0744979,tt0120263
nm0845867,tt0120372
nm1265738,tt0120674
nm0869601,tt0122136
nm0468525,tt0122770
nm0788707,tt0173240
nm0621456,tt0174708
nm0559652,tt0178868
nm0652710,tt0178868
nm0078097,tt0216605
nm0001231,tt0218817
nm0879743,tt0226737
nm0632757,tt0227858
nm0156484,tt0312886
nm0437549,tt0415906
nm0631621,tt0421960
nm2063673,tt0421960
nm0005403,tt0422720
nm1961184,tt0423176
nm0082211,tt0963178
nm0135084,tt0993789
nm2276340,tt1032846
nm3733434,tt1570989
nm0750971,tt1700844
nm5420915,tt21042126
nm6261876,tt2268732
nm17964616,tt28419037
nm4055575,tt2963262
nm4027243,tt32828123
nm11637688,tt32828123
nm0460254,tt0060959
nm0034506,tt0061084
nm0079765,tt0061132
nm0431083,tt0061495
nm0074547,tt0061620
nm0441351,tt0061847
nm0848406,tt0061882
nm3311861,tt0062009
nm0411631,tt0062042
nm0715127,tt0062113
nm0193810,tt0062113
nm0509672,tt0062285
nm0850809,tt0062322
nm0879604,tt0062322
nm0945850,tt0062411
nm0435726,tt0062480
nm0000366,tt0062873
nm0538922,tt0062893
nm0919402,tt0062981
nm0162852,tt0063268
nm0890330,tt0063278
nm0362457,tt0063350
nm0725985,tt0063350
nm0774736,tt0063350
nm0670675,tt0063371
nm0625867,tt0063371
nm0825287,tt0063633
nm0102500,tt0063633
nm0542146,tt0063678
nm0586533,tt0063835
nm0252583,tt0064038
nm0523344,tt0083722
nm0322937,tt0083789
nm0582332,tt0083859
nm0700437,tt0083869
nm0249735,tt0083922
nm0297083,tt0083922
nm1273702,tt0084130
nm0729358,tt0084269
nm0007023,tt0084383
nm0900062,tt0084423
nm0703615,tt0084538
nm0838618,tt0084698
nm0925018,tt0084698
nm0740272,tt0084698
nm0138925,tt0084740
nm0191782,tt0084786
nm0079559,tt0084808
nm0078109,tt0084829
nm0746017,tt0084843
nm0077855,tt0085267
nm0396697,tt0085279
nm1274149,tt0085533
nm0790925,tt0085864
nm0084033,tt0086265
nm0609545,tt0086265
nm0161150,tt0086631
nm0449166,tt0086650
nm0090111,tt0086889
nm0464945,tt0086961
nm0244483,tt0111403
nm0419182,tt0111495
nm0649746,tt0112445
nm0000367,tt0113145
nm0001993,tt0113247
nm0194759,tt0113273
nm0000699,tt0115632
nm0000309,tt0115632
nm0219099,tt0115928
nm0000317,tt0116293
nm0675484,tt0116293
nm0166750,tt0116643
nm0529543,tt0116650
nm1559738,tt0116752
nm0279784,tt0116752
nm11304869,tt0116962
nm0451371,tt0117056
nm0753648,tt0117296
nm0352653,tt0117398
nm0544334,tt0117589
nm0495947,tt0118644
nm0316271,tt0398883
nm0123984,tt1008017
nm0673260,tt1065073
nm5214293,tt10767168
nm0002907,tt1527186
nm0546765,tt1764183
nm0001177,tt1764183
nm5650554,tt1909796
nm0151210,tt22098228
nm1483904,tt4714782
nm0955504,tt7298400
nm6039993,tt7298400
nm0215023,tt0063169
nm0756292,tt0063172
nm0559483,tt0063173
nm0867391,tt0063186
nm0536252,tt0014417
nm0949927,tt0014429
nm0165051,tt0014429
nm0051704,tt0014429
nm0322925,tt0015361
nm0751260,tt0015634
nm0583207,tt0015768
nm0814379,tt0015768
nm0070757,tt0015841
nm0860617,tt0015863
nm0444172,tt0015863
nm0277595,tt0016630
nm0722347,tt0017825
nm0047016,tt0064451
nm0583964,tt0064451
nm0386630,tt0064536
nm0345063,tt0064694
nm0430746,tt0064793
nm0523597,tt0064828
nm0464587,tt0064975
nm0004462,tt0065234
nm0718727,tt0065241
nm0771260,tt0065391
nm0814740,tt0065391
nm0368208,tt0065591
nm0074575,tt0065651
nm3706403,tt0066466
nm3737262,tt0066466
nm0031788,tt0066516
nm0007023,tt0066531
nm0321076,tt0066531
nm0477772,tt0066603
nm0001884,tt0066826
nm0809131,tt0066842
nm0809196,tt0066842
nm0611026,tt0067454
nm0398702,tt0067464
nm0470130,tt0067464
nm0560908,tt0067641
nm0083162,tt0067641
nm0557181,tt0067641
nm0705707,tt0067958
nm0028965,tt0067958
nm0176061,tt0067962
nm0001036,tt0068207
nm0386805,tt0068371
nm0613442,tt0068371
nm0559521,tt0068816
nm0118645,tt0069086
nm0701299,tt0069086
nm0000564,tt0069198
nm0581674,tt0069198
nm0120926,tt0069198
nm0245367,tt0069293
nm0537907,tt0069400
nm0959813,tt0069467
nm0256520,tt0070007
nm0442904,tt0070122
nm0866728,tt0070122
nm0335737,tt0070359
nm0487779,tt0070544
nm0138350,tt0070698
nm0856764,tt0070959
nm0350826,tt0070960
nm0849906,tt0071129
nm0884157,tt0071141
nm0439546,tt0071141
nm0078155,tt0071381
nm0778016,tt0071458
nm0355182,tt0071571
nm0467800,tt0071571
nm1178763,tt0071587
nm5964071,tt0071609
nm0012734,tt0071622
nm0694293,tt0071797
nm1049392,tt0071833
nm0664243,tt0072053
nm0008384,tt0072157
nm13951151,tt0072157
nm0222863,tt0134993
nm0654712,tt0135031
nm0628403,tt0135163
nm0016301,tt0137338
nm0004845,tt0137338
nm0641415,tt0138355
nm0319630,tt0139641
nm0155479,tt0139641
nm8314158,tt0139641
nm0001806,tt0190590
nm0672422,tt0191053
nm0693210,tt0191053
nm11202692,tt0191066
nm0001721,tt0192194
nm0555256,tt0192194
nm0001567,tt0284034
nm0313948,tt0284034
nm0757068,tt0284034
nm0001117,tt0285728
nm0907539,tt0285728
nm0155284,tt0374339
nm1301770,tt0381392
nm0067417,tt0383020
nm1533442,tt0385202
nm1039369,tt0869977
nm0318568,tt0869977
nm10091941,tt26448954
nm1684862,tt32085997
nm3777127,tt32086077
nm0648237,tt0064588
nm0537551,tt0064625
nm0002158,tt0031270
nm0000078,tt0031971
nm0872456,tt0031971
nm0442863,tt0032156
nm0003193,tt0032484
nm0000897,tt0032599
nm0000078,tt0032728
nm0192958,tt0033627
nm0837712,tt0033654
nm0418579,tt0033858
nm0007218,tt0034587
nm0909727,tt0034891
nm0488535,tt0035017
nm0431641,tt0035823
nm1359720,tt0036034
nm0442848,tt0036034
nm0793766,tt0036400
nm0624653,tt0036506
nm0052203,tt0036910
nm0879945,tt0036977
nm0130829,tt0037035
nm0395966,tt0037227
nm0867391,tt0037227
nm0550323,tt0037558
nm0076350,tt0037630
nm0737353,tt0038146
nm0043875,tt0038250
nm0875370,tt0038268
nm0614425,tt0038289
nm0029217,tt0038348
nm0842981,tt0038390
nm0370074,tt0038480
nm0291058,tt0038480
nm0590055,tt0038574
nm0092051,tt0038675
nm0434706,tt0038810
nm0887449,tt0038823
nm0905920,tt0038823
nm5077088,tt0123334
nm0454077,tt0123334
nm0898166,tt0125554
nm0618277,tt0125554
nm0118480,tt0125554
nm0555093,tt0125659
nm0300024,tt0125659
nm0015638,tt0126721
nm0015658,tt0126721
nm0005467,tt0126908
nm0361667,tt0131013
nm0840617,tt0133122
nm1364828,tt0134749
nm0592754,tt0134756
nm0654712,tt0134756
nm0133836,tt0197569
nm0315700,tt0197569
nm10744823,tt0197569
nm0407030,tt0199905
nm0423663,tt0200309
nm0945836,tt0200309
nm0023715,tt0200559
nm0837417,tt0200769
nm0616163,tt0200769
nm0869601,tt0200769
nm0031890,tt0201922
nm1074610,tt0202604
nm3190371,tt0202604
nm0644561,tt0203605
nm0848993,tt0203612
nm0284507,tt0207145
nm0885291,tt0207145
nm0000102,tt0373450
nm1757465,tt0427424
nm0590836,tt0427424
nm0855379,tt0427424
nm3127621,tt0427550
nm0362270,tt0765469
nm0578949,tt1095217
nm0101005,tt1095217
nm0193554,tt1095217
nm7703325,tt1403047
nm0224525,tt4466490
nm0638208,tt5222918
nm0769554,tt0006614
nm0937058,tt0007340
nm0775098,tt0007340
nm0009061,tt0008663
nm0840078,tt0013201
nm0112239,tt0013201
nm0728346,tt0107152
nm0001125,tt0107165
nm0638992,tt0107384
nm0386294,tt0107474
nm0952498,tt0108394
nm0068622,tt0108554
nm0611315,tt0108606
nm0759797,tt0109020
nm0913460,tt0109085
nm0201669,tt0109702
nm0451376,tt0109759
nm0890609,tt0155028
nm0293981,tt0155028
nm0678156,tt0155028
nm0430746,tt0157122
nm0252286,tt0157122
nm0197379,tt0158714
nm0315842,tt0209463
nm0706780,tt0209463
nm0001717,tt0211941
nm15100666,tt0212016
nm15100670,tt0212016
nm0452288,tt0212772
nm5599975,tt0328802
nm5599965,tt0328802
nm1364048,tt0330536
nm2275740,tt0809407
nm2597353,tt0990404
nm0225789,tt1508675
nm8409571,tt16022080
nm0104966,tt26440619
nm0031313,tt26440619
nm0777770,tt26440619
nm10588371,tt38060097
nm13321909,tt38060097
nm0249187,tt0018054
nm0899840,tt0018523
nm0211346,tt0018528
nm0313899,tt0018826
nm0075551,tt0019254
nm0800302,tt0019254
nm0570297,tt0019421
nm0858977,tt0020269
nm1878110,tt0020451
nm0585481,tt0020572
nm5197161,tt0021283
nm0099679,tt0021739
nm0541485,tt0021739
nm5681967,tt0021749
nm0616729,tt0021749
nm0008609,tt0021749
nm0601023,tt0021844
nm0570451,tt0021890
nm0706926,tt0022125
nm0255851,tt0022150
nm0939813,tt0022578
nm0355517,tt0022578
nm0520978,tt0022599
nm0311790,tt0022718
nm0745600,tt0022877
nm0888000,tt0023180
nm0336455,tt0023238
nm0062428,tt0023345
nm0753479,tt0023450
nm0407329,tt0023450
nm0441390,tt0023634
nm0407329,tt0023937
nm0753479,tt0023937
nm1700980,tt0024214
nm0232196,tt0024473
nm0637918,tt0024710
nm1263070,tt0024793
nm0053616,tt0024961
nm0572324,tt0024962
nm0356420,tt0025062
nm0378848,tt0025100
nm0228246,tt0025456
nm0013934,tt0025710
nm0001366,tt0025748
nm0197589,tt0025898
nm0102554,tt0025898
nm10277684,tt0025898
nm0140914,tt0026029
nm0001919,tt0026029
nm0491406,tt0026029
nm0006471,tt0026406
nm0339573,tt0026406
nm0783527,tt0026406
nm0002158,tt0026737
nm0732079,tt0026966
nm0340668,tt0026966
nm0031832,tt0027118
nm0361319,tt0027164
nm0350786,tt0027296
nm0762248,tt0075793
nm0360568,tt0075938
nm0183145,tt0075938
nm0868479,tt0075983
nm0073414,tt0076085
nm0210820,tt0076085
nm0948438,tt0076124
nm0654685,tt0076162
nm0494452,tt0076221
nm0140354,tt0076221
nm0218659,tt0076240
nm0242270,tt0076240
nm1416160,tt0076341
nm0468699,tt0077132
nm0442878,tt0077132
nm0274037,tt0077138
nm0346510,tt0077309
nm0395756,tt0077383
nm2504750,tt0077655
nm0000006,tt0077711
nm0880521,tt0077711
nm0952304,tt0077751
nm0455702,tt0078480
nm0688666,tt0078763
nm0432908,tt0078763
nm0275138,tt0078875
nm0000844,tt0079041
nm0873142,tt0079095
nm0424167,tt0079095
nm0150921,tt0079315
nm0945188,tt0079315
nm0619938,tt0079317
nm0829717,tt0079672
nm0876147,tt0079672
nm0369202,tt0079701
nm0481994,tt0079766
nm0244850,tt0079854
nm0420700,tt0079854
nm0435289,tt0079944
nm0278752,tt0080009
nm0078109,tt0080125
nm0763168,tt0080140
nm0662310,tt0080140
nm0914113,tt0080310
nm0041222,tt0080397
nm0001186,tt0080408
nm0275138,tt0080610
nm1888762,tt0080623
nm0000843,tt0080678
nm0156495,tt0080827
nm0000885,tt0080889
nm2838611,tt0080964
nm0550789,tt0081070
nm0000994,tt0081291
nm0000461,tt0081455
nm0111240,tt0081455
nm0597390,tt0082313
nm1329694,tt0082313
nm0993648,tt0082601
nm0897808,tt0082888
nm1163213,tt0082927
nm0094585,tt0188388
nm0494330,tt0188388
nm5517248,tt0447641
nm9465418,tt0447641
nm4737348,tt11380884
nm1651289,tt2258281
nm0653157,tt26270862
nm14475506,tt26315142
nm16491739,tt33253824
nm15886719,tt36456563
nm1650192,tt0027307
nm0300064,tt0027336
nm0654701,tt0027336
nm0154989,tt0027342
nm0141202,tt0027635
nm0407329,tt0027752
nm0753479,tt0027752
nm0317350,tt0027954
nm0309641,tt0027969
nm0074788,tt0027977
nm0721637,tt0027977
nm0178645,tt0027985
nm2612548,tt0028021
nm0038320,tt0028021
nm0361676,tt0028021
nm0793168,tt0028112
nm0393028,tt0028212
nm0863193,tt0028667
nm0455491,tt0028668
nm1722556,tt0029314
nm0001322,tt0029365
nm0911703,tt0029365
nm0264692,tt0029453
nm0595321,tt0029453
nm0522926,tt0029603
nm0076319,tt0029706
nm1101378,tt0029850
nm0000858,tt0029952
nm0154476,tt0030066
nm0088396,tt0030252
nm0915614,tt0030341
nm0000193,tt0098625
nm0001924,tt0098625
nm0289125,tt0098725
nm0235345,tt0098972
nm1525801,tt0099000
nm6579440,tt0099000
nm0285598,tt0099292
nm0916616,tt0099334
nm0001958,tt0099341
nm0197895,tt0099341
nm0499126,tt0099341
nm0498429,tt0099426
nm0482590,tt0099426
nm3140822,tt0099426
nm0673251,tt0099776
nm0009152,tt0099776
nm0000365,tt0099776
nm0008161,tt0099858
nm0879556,tt0100223
nm0596101,tt0100234
nm0013845,tt0100234
nm0014120,tt0100234
nm0525855,tt0100318
nm0001335,tt0100318
nm0939034,tt0101020
nm0056686,tt0101026
nm0002000,tt0101258
nm4865982,tt0101279
nm0359217,tt0101985
nm0000513,tt0102048
nm0216476,tt0102141
nm0784171,tt0102456
nm0920446,tt0102456
nm0091369,tt0102536
nm0160541,tt0102685
nm0718348,tt0103295
nm0076692,tt0103793
nm0238728,tt0103905
nm0787979,tt0104029
nm0115440,tt0104057
nm0954451,tt0104224
nm15076418,tt0104373
nm0004851,tt0104545
nm0302105,tt0104545
nm0000849,tt0104545
nm0003244,tt0104545
nm0498247,tt0105665
nm0671231,tt0105750
nm0904901,tt0105750
nm0338886,tt0106579
nm0716709,tt0293153
nm0652137,tt0304678
nm7194021,tt10365870
nm0623478,tt10849514
nm12175353,tt10849514
nm0476210,tt1248984
nm12689809,tt14906708
nm14587026,tt15555264
nm1623740,tt15555264
nm14587033,tt15555264
nm0559559,tt1935157
nm0683978,tt2276069
nm2086831,tt2276069
nm0039916,tt28608358
nm16600238,tt28608358
nm5871826,tt3091286
nm0001648,tt3544082
nm7267985,tt8185182
nm9943158,tt9853814
nm0775447,tt0056905
nm0762785,tt0056945
nm9825012,tt0057238
nm0224211,tt0057286
nm0946591,tt0057295
nm0175681,tt0058390
nm0866696,tt0058409
nm0697338,tt0058414
nm0037338,tt0058414
nm0289514,tt0058450
nm0210695,tt0053146
nm0019568,tt0053146
nm0768739,tt0053168
nm0185954,tt0053242
nm0131565,tt0053242
nm0034836,tt0053259
nm0547690,tt0053270
nm0206060,tt0053361
nm0783616,tt0053361
nm0753479,tt0053390
nm0000493,tt0053604
nm0507081,tt0053604
nm0527379,tt0053619
nm0000052,tt0053643
nm0149841,tt0053765
nm0691652,tt0053976
nm0732214,tt0054156
nm0666722,tt0054189
nm0659461,tt0054248
nm0794207,tt0054325
nm0008384,tt0054325
nm0442709,tt0054350
nm0098393,tt0054377
nm0074303,tt0054389
nm0590055,tt0054412
nm0135671,tt0054494
nm0585004,tt0054614
nm0329340,tt0054763
nm0439165,tt0054780
nm0810550,tt0054803
nm0440397,tt0054803
nm0785676,tt0055032
nm0513327,tt0055093
nm0457219,tt0055233
nm0454087,tt0055269
nm0704256,tt0055310
nm0450941,tt0055320
nm0476675,tt0055440
nm0116932,tt0055506
nm0200497,tt0055506
nm0178741,tt0055597
nm0304747,tt0055601
nm0001536,tt0055630
nm0945222,tt0055630
nm0622416,tt0055630
nm0867894,tt0055913
nm0496866,tt0055928
nm0457839,tt0055928
nm0047962,tt0056003
nm0410968,tt0056058
nm0464846,tt0056111
nm0442955,tt0056135
nm0619337,tt0056144
nm0633154,tt0056144
nm0181122,tt0056215
nm0327337,tt0056215
nm0478784,tt0056215
nm0619938,tt0056443
nm0793674,tt0056443
nm0688975,tt0056512
nm0088940,tt0056514
nm0714236,tt0056663
nm0227561,tt0056663
nm0782564,tt0056736
nm0495495,tt0056801
nm0243544,tt0057058
nm0637627,tt0057058
nm0367928,tt0057710
nm0837548,tt0057714
nm0441526,tt0057715
nm0097870,tt0057935
nm0474951,tt0058001
nm0215805,tt0058006
nm0002103,tt0058142
nm0818920,tt0058182
nm0107012,tt0058259
nm1348382,tt0058279
nm0108400,tt0058533
nm0075163,tt0058533
nm0637627,tt0058533
nm0102679,tt0058564
nm0594062,tt0058625
nm0412728,tt0058652
nm0034889,tt0058858
nm0831186,tt0059063
nm0048939,tt0059160
nm0575594,tt0059160
nm0107011,tt0059415
nm0780918,tt0059415
nm9827176,tt0059459
nm0436706,tt0059527
nm0867401,tt0059554
nm0866696,tt0059554
nm1181036,tt0059616
nm0685632,tt0059619
nm0473308,tt0059884
nm0699120,tt0059909
nm5256518,tt0059942
nm0090775,tt0060263
nm0033171,tt0060277
nm0443232,tt0060277
nm0136487,tt0060304
nm0846966,tt0060440
nm0490937,tt0060574
nm0442955,tt0060586
nm0243357,tt0060675
nm0540311,tt0060675
nm0955199,tt0060740
nm0105558,tt0060740
nm0284858,tt0060758
nm0495564,tt0060770
nm0228686,tt0060770
nm0070620,tt0060802
nm0946625,tt0165773
nm0514912,tt0165798
nm0708861,tt0171685
nm0612024,tt0171685
nm1199182,tt0259255
nm0623949,tt0261739
nm0253730,tt0261739
nm1053144,tt0262432
nm0473984,tt0407929
nm6729130,tt0407929
nm1944555,tt1337051
nm2853692,tt14641542
nm0000619,tt6910282
nm0080390,tt0054073
nm0312072,tt0057357
nm0457211,tt0057363
nm0603402,tt0057427
nm0106539,tt0057495
nm0560063,tt0057495
nm0454077,tt0057503
nm0411146,tt0057565
nm0457211,tt0060486
nm0002092,tt0038854
nm0014035,tt0038854
nm0000051,tt0038924
nm1959101,tt0039091
nm0000039,tt0039192
nm0000044,tt0039224
nm0849011,tt0039406
