actor_nconst,actor_name
nm0934196,T-Bone Wilson
nm0934599,Barbara Winchester
nm0934774,Barbara Windsor
nm0935047,Mark Wingett
nm0937327,Rainer Woelk
nm0939281,Siu-Fung Wong
nm0944702,Xzibit
nm0945189,Simon Yam
nm0945222,Isuzu Yamada
nm0945269,Sumiyo Yamada
nm0945469,Ren Yamamoto
nm0946160,Oleg Yankovskiy
nm0948723,Kathleen York
nm0949056,Sayaka Yoshino
nm0949927,Noah Young
nm0950896,Yun-Chiang Peng
nm0950954,Stuart Ong
nm0951102,Akihiko Yusa
nm0952498,Zbigniew Zamachowski
nm0953412,Dominique Zardi
nm0954724,Karel Zeman
nm0956810,Bettina Zimmermann
nm0957645,Jean-Pierre Zola
nm0958284,Valentin Zubkov
nm0973796,Anna Sigalevitch
nm1071274,Philipp Heiss
nm1074610,Karin Yamaguchi
nm10810233,B. Goldensohn
nm1196037,Rokeya Prachy
nm1196219,Vincent Rottiers
nm1197250,Josué Gutierrez
nm14240031,Niklas Hegg
nm1425811,Raymond Poulidor
nm14259123,Florante Garcia
nm1428062,Gou Aoba
nm14326524,Marinana Camarasan
nm1434574,Panchanan Bhattacharya
nm1579105,Yvonne Junior
nm17094926,Jason Billings
nm2798081,Toshihiro Yashiba
nm3816402,Johanna Constantine
nm3819185,Mark Nixon
nm3850259,Vic Carmen Sonne
nm3897296,David Poeppel
nm5358045,Edigh Charles
nm6966885,Simon Lee
nm7028840,Simon Al-Bazoon
nm8538455,Thomas Madsen
nm8551430,Mike Gordon
nm9764671,Clay Taliaferro
nm9895059,Marie Benson
nm1087177,Romain Lagarde
nm1091782,Ye Liu
nm1226419,Atsushi Watanabe
nm12389532,Gerd Bonk
nm1390798,Rodrigo Mora
nm13908628,Vagadu Varda
nm1397642,Rosemary da Costa
nm1538754,Edwina Pattison Daniels
nm1839777,Manuel Galbán
nm1872329,Louis de Gonzague
nm1872735,Lilly Marchi
nm1874421,Efimkin
nm1878110,E. Suhareva
nm1905770,Zheng Xu
nm1927682,Tip Byrne
nm1929776,Reika Kirishima
nm3559009,Paula Beer
nm3571419,Sue Kaul
nm6563952,Siphiwe Nzima-Ntskhe
nm6579433,Liang-Fong Hsu
nm6579440,Cheryl Kain
nm8110449,Tappei Shôfukutei
nm8186339,Lori Majewski
nm8206309,Alejandra Adarve
nm8218888,Caitlin Dennis
nm8219036,Margot Peters
nm9184542,Vladislav Tsenev
nm9201752,Pierre Beacousin
nm9228848,Yoshihiko Sasamoto
nm9228852,Kakutarô Jingû
nm13171594,Ina Azarcon-Bolivar
nm1322857,Sebastian Galasso
nm13247211,Farkhondeh Bavar
nm13253423,Ivar Ballangrud
nm14854871,Isley Key Brison
nm15156177,Somenosuke Hayashiya
nm15163224,Mohammad Dadras
nm15685205,Alexander Demetriou
nm16177294,Massoud Hashmi
nm16379594,Katherine Lozon
nm16417799,Evan Santiago
nm16429396,Alfred Berger
nm16437943,Silvio Cator
nm1747452,Ferenc Csík
nm1752718,Carlos Jimenez
nm1753302,Waris Ahluwalia
nm3387236,Efrim Menuck
nm3400301,Henry Ewing
nm3472953,Cheri Kenoss
nm3488813,Hannes Kolehmainen
nm3500602,Juho Kusti Paasikivi
nm3504238,Toivo Loukola
nm4950073,Alina Constantin
nm6813997,Connor Golden
nm9379428,Jean-Paul Beaujon
nm0390305,Geoffrey Holder
nm0393378,Kayoko Honoo
nm0394588,Michael Hordern
nm0399451,Georges Hubert
nm0401176,Ann Hui
nm0404643,Linda Hutton
nm0407813,John Illingsworth
nm0409959,Miki Irie
nm0410751,María Isbert
nm0410832,Yûsuke Iseya
nm0410943,Tetsuo Ishidate
nm0414038,Selmer Jackson
nm0415549,Jagathy Sreekumar
nm0415720,Håkan Jahnberg
nm0420576,John Earl Jelks
nm0423885,Ulf Johansson
nm0424108,Azizi Johari
nm0425409,Ernest Morrison
nm0427607,Booker T. Jones
nm0430847,Josif Josifovski
nm0431129,Catherine Jourdan
nm0433692,Ann Eleonora Jørgensen
nm0435299,Meiko Kaji
nm0435432,Atsuko Kaku
nm0438502,S.P. Kapoor
nm0439466,Olga Karlatos
nm0440397,Mikhail Kozakov
nm0441574,Yôko Katsuragi
nm0443286,David Kaye
nm0444287,Abdel Kedadouche
nm0445134,Tarja Keinänen
nm0447394,Will Kempe
nm0447515,Josef Kemr
nm0448133,Joyce Kennedy
nm0448709,Delia Kent
nm0450145,Nathalie Keryan
nm0454475,B.B. King
nm0456968,Rüdiger Kirschstein
nm0457223,Shin Kishida
nm0458064,Bodil Kjer
nm0460843,Christopher Knight
nm0462181,Akio Kobori
nm0464884,Hiroshi Kondô
nm0465532,Kôji Takahashi
nm0467306,Karl Kossmayer
nm0468525,Frantisek Kovárík
nm0472151,Anne Kronenberg
nm0472774,Jana Krupicková
nm0473314,Ku Feng
nm0473530,Akira Kubo
nm0476615,Eino Kuusela
nm0479628,Dominique Labourier
nm0479742,Pierre Labry
nm0481518,Evelyne Lahana
nm0481694,Hon Chi Lai
nm0481810,André Laime
nm0482580,Ching-Ying Lam
nm0482630,Kau Lam
nm0482652,Lin-Lin Li
nm0486631,Josef Langmiler
nm0487103,Joi Lansing
nm0487645,Jerome LaPlanche
nm0488377,Stevan Larner
nm0488535,Pierre Larquey
nm0490505,Chau-Sang Lau
nm0491701,Gino Lavagetto
nm0493347,Wilfrid Lawson
nm0493517,Jamshid Layegh
nm0496473,Francis Lederer
nm0497147,Dexter Lee
nm0499315,Alison Leggatt
nm0501258,Édith Le Merdy
nm0501437,Lemmy
nm0502906,Marianne Leone
nm0504562,Pierre Lestringuez
nm0504641,François Leterrier
nm0505159,François Levantal
nm0507673,Robert Lewis
nm0507827,Tom Lewis
nm0508170,Elza Lezhdey
nm0509258,Anki Lidén
nm0510498,Abraham Lincoln Lim
nm0512058,Olga Lindo
nm0514922,Fong Lui
nm0515193,Roger Livesey
nm0516350,Y Sa Lo
nm0517512,Bellina Logan
nm0518666,Alexandra London
nm0519618,Richard Loo
nm1028044,El Sayed Bedeir
nm10300265,Antony Lin
nm10321795,Raya Martigny
nm1035024,T.S. Alexander
nm1037451,Dustin Guy Defa
nm10387782,Richard Madnick
nm1039086,Gentaro Nakajima
nm1198964,Darcy Bledsoe
nm12058862,Al Cantello
nm1206701,Leticia Dolera
nm1364828,Kazuko Yamamoto
nm1370710,Tadashi Fukuro
nm1372702,Billy Fitzpatrick
nm14720277,Arabella Bozic
nm14755968,Angela Chen
nm1666894,Gail Devers
nm1935811,Hervé Mangani
nm1957564,Arun Lal
nm1963874,Go Su-hee
nm1968057,Mayumi Tsukiji
nm1974944,Abdul Karim
nm1998536,Te-Nan Lai
nm2011724,Steve Abbott
nm3683137,Toshimi Oka
nm3733434,Jemima Kirke
nm3740145,Ylber Mehmeti
nm3740761,Philippe Rigollot
nm4709456,Chozy Aiyub
nm4739772,Miquelina Barros
nm4745820,Hugo Tunnbindare
nm4748670,Fernand Ruéda
nm4748681,Roger Miglione
nm4794061,Charlotte De Bruyne
nm6019134,Tom René
nm6047008,Yank Rachell
nm7505851,Jing Yue
nm9045158,George Russell
nm9051145,Mohammad Kallas
nm9074654,Bola Koleosho
nm0799237,Alastair Sim
nm0810349,William Smith
nm0810364,Willie Mae Ford Smith
nm0812101,Liz Söllner
nm0812765,Olga Solbelli
nm0814719,Alain Soral
nm0814740,Elga Sorbas
nm0814754,Marie-Louise Sorbon
nm0816279,Roger Souza
nm0819515,Ian Spowart
nm0819810,Annie Sprinkle
nm0819998,Jaromír Spal
nm0820615,Betta St. John
nm0822058,Guy Standing
nm0824117,Lynda Steadman
nm0834851,Anne Stroka
nm0835586,Axel Strøbye
nm0835751,Josephine Stuart
nm0837350,Fujio Suga
nm0837424,Hideo Sugawara
nm0837476,Yôko Sugi
nm0837525,Yasushi Sugita
nm0838795,Shari Summers
nm0841373,Václav Svorc
nm0845328,Catherine Sée
nm0846185,Shigeto Tachihara
nm0847291,Hideo Takamatsu
nm0847645,Eiko Takashiro
nm0848768,Akiko Tamura
nm0848784,Kunio Tamura
nm0848991,Hiroshi Tanaka
nm0849011,Kinuyo Tanaka
nm0849439,Reikô Tani
nm0849906,Josiane Tanzilli
nm0850494,Michal Tarkowski
nm0850788,Tony Tarver
nm0856300,Salvatore Tesoriero
nm0857032,Johannes Thanheiser
nm0857124,Heather Thatcher
nm0857150,Hilmar Thate
nm0857448,Geneviève Thénier
nm0859858,Anita Thompson
nm0861413,Meme Thorne
nm0862467,Birgit Thøt Jensen
nm0864786,Siu-Ming To
nm0865734,Pascal Tokatlian
nm0865757,Fujio Tokita
nm0867158,David Tonelli
nm0873020,Elsa Triolet
nm0875309,Kiyoko Tsuji
nm0875369,Masaya Tsukida
nm0875477,Keiko Tsushima
nm0875503,Shigeru Tsuyuguchi
nm0879790,Midori Uchiyama
nm0880840,Jolanta Umecka
nm0881752,Vanna Urbino
nm0881829,Mary Ure
nm0884157,Barbara Valentin
nm0885253,Marcel Vallée
nm0890459,Karel Vasicek
nm0891092,Peter Vaughan
nm0892455,Eddie Velez
nm0893872,Carlo Verdone
nm0894302,Bernard Verley
nm0894677,Howard Vernon
nm0897256,Olga Viklandt
nm0899830,Vincenzo Vitagliano
nm0901492,Elisabeth Volkmann
nm0902234,Alexander von Eschwege
nm0904076,Janez Vrhovec
nm0904700,Emília Vásáryová
nm0906350,Chris Wahlström
nm0906735,Katsuko Wakasugi
nm0908650,George Wallace
nm0909009,Carlos Wallenstein
nm0909436,Sigurd Wallén
nm0910162,Alena Hesová
nm0910278,Julie Walters
nm0910860,Chi-tsan Wang
nm0910947,Faye Wong
nm0915409,Stanley Waxman
nm0915614,Naunton Wayne
nm0918731,Bernard Weisberger
nm0920446,Tico Wells
nm0921202,Fritz Wepper
nm0923554,In-shik Hwang
nm0927093,Martin Widerberg
nm0927436,Mathias Wieman
nm0928295,Henry Wilcoxon
nm11453157,Marion Isaacs
nm1150202,Binnosuke Nagao
nm12719061,Olusegun Alfred
nm1273011,John Schuchardt
nm1273123,J.M. Stephens
nm13488902,Bohan Phoenix
nm15038810,Luciana Azevedo
nm15100669,Ann Scofield
nm2203760,Raymond Johnson
nm2207625,Kleber Mendonça Filho
nm2218728,Vembayam Thampi
nm2221724,Shannon Murphy
nm2259364,Jack Helmuth
nm2293678,Seung-woo Lee
nm3326323,Louise Weard
nm3354336,Gustavo Jahn
nm4515871,Sebastian Hegmar
nm4519728,Marva Buchanan
nm4525883,Jang Hye-jin
nm5871826,Loren Anthony
nm5887531,Daniel Osgood
nm5917491,Hideo Asami
nm5975117,Junko Shinami
nm7117662,Gregory Barker
nm7144001,Hong-Chi Lee
nm8272878,Sandra Drzymalska
nm8369600,Hanna Adelby
nm0537380,Gaetano Kazuo Maida
nm0537865,Valérie Mairesse
nm0539942,Miles Malleson
nm0541472,Giulio Mancini
nm0543167,Renate Mannhardt
nm0544555,Xiaorui Mao
nm0545298,Fredric March
nm0545383,Guy Marchand
nm0545461,Jean Marchat
nm0545838,André Marcon
nm0550701,Alan Marshal
nm0551839,Jose Nilson Martin Dos Santos
nm0553269,Margo Martindale
nm0554656,José Manuel Martín
nm0556399,Giulietta Masina
nm0556437,Ace Mask
nm0558434,Aubrey Mather
nm0559559,Someshô Matsumoto
nm0559581,Tatsuo Matsumura
nm0560590,Bozena Matuskova
nm0561755,Lois Maxwell
nm0564805,Tom McCamus
nm0565226,Lillah McCarthy
nm0566480,Pearl McCormack
nm0567560,Mo McDermott
nm0568855,Douglas McFerran
nm0574302,Terry McQuade
nm0577150,Meiying Jia
nm0577462,Paul Melchert
nm0583207,Johannes Meyer
nm0583332,Roberto Meyer
nm0585481,Charles Middleton
nm0585525,Josephine Middleton
nm0585918,Dirce Migliaccio
nm0587366,Darius Milhaud
nm0590979,Onik Minasyan
nm0591111,Tôru Minegishi
nm0592176,Osvaldo Miranda
nm0593775,Thomas Mitchell
nm0593790,Tressie Mitchell
nm0594865,Ronald Mlodzik
nm0596384,Mayuri Mokushô
nm0597390,Kaori Momoi
nm0597544,Richard Monahan
nm0598889,Celia Montalván
nm0598981,Rita Montaner
nm0599430,Germaine Montero
nm0601124,Diane Moore
nm0605429,Philippe Morier-Genoud
nm0605676,Yoshiyuki Morishita
nm0605851,Gaby Morlay
nm0607540,Rick Morrow
nm0609731,Jean-Paul Moulinot
nm0609984,Jany Mourey
nm0611561,Shailen Mukherjee
nm0611804,Jack Mulhall
nm0612483,Laura Mulrenan
nm0613512,Murali
nm0613590,Chieko Murata
nm0616556,Andrey Myagkov
nm0618890,Ernst Nadherny
nm0620150,Kanzaburô Nakamura
nm0620852,Tomoko Naniwa
nm0623162,Hiroshi Nawa
nm0623414,Abbas Nazeri
nm0624827,Phil Neilson
nm0628345,Fred C. Newmeyer
nm0630927,Mathilde Nielsen
nm0631553,Hiroshi Nihon'yanagi
nm0632425,Ave Ninchi
nm0633758,François Nocher
nm0634994,Christine Norden
nm0638992,Jyri Närvänen
nm0642679,Oscar O'Shea
nm0645612,Ivan Okhlobystin
nm0645825,Chiyoko Ôkura
nm0645843,Kenzo Okuzaki
nm0649121,Gustav Opocenský
nm0650976,Bruno Ortensi
nm0652710,Rikiya Ôtaka
nm0652716,Makoto Ôtake
nm0652777,Grande Otelo
nm0652944,Jun Ôtomo
nm0654239,Reginald Owen
nm0654685,Kiyohiko Ozaki
nm0654747,Akira Oze
nm0656321,Rita Page
nm0656608,Stratos Pahis
nm0658644,Nadja Palmstjerna-Weiss
nm0662132,Chris Parker
nm0663263,Marilù Parolini
nm0664144,Nikolaus Paryla
nm0664666,Susanna Pasolini
nm0666087,Luana Patten
nm0666722,Barbel Fanger
nm1284845,Shawn Yue
nm1293137,Andrzej Konopka
nm1293570,Macha Makeïeff
nm12949389,Felipe Rojas
nm1295721,Alice de Lencquesaing
nm1297816,Kjetil André Aamodt
nm1420439,Noriko Hodaka
nm1446761,Kevin Madden
nm14473736,Romane Garcia
nm1450943,Florita Peres
nm15332569,Finn Helgesen
nm15332573,Benjam Vanninen
nm15334679,Fred Nilsson
nm16657487,Chris Brasher
nm16657490,Egil Danielsen
nm16825343,Elaine Murray
nm2386126,T. Griffin
nm2398174,Tomosaburô Ii
nm2404515,Louise Blachère
nm2434010,Joe Doherty
nm3166756,Ivory Aquino
nm3227156,Cheri Brugman
nm3248883,Paul Snider
nm7860014,Nargis Akhter
nm7879149,Delwar Hossain
nm9450884,Sonia Rouve
nm9543503,Kathleen Mooney
nm9573750,Sharon Lyn Chalkin
nm0000017,Marlene Dietrich
nm0000102,Kevin Bacon
nm0000115,Nicolas Cage
nm0000206,Keanu Reeves
nm0000315,Louise Brooks
nm0000347,Tim Curry
nm0000432,Gene Hackman
nm0000529,Debi Mazar
nm0000662,Kiefer Sutherland
nm0000669,Fred Thompson
nm0000688,Sela Ward
nm0000699,Michael Wincott
nm0000729,Casey Affleck
nm0000849,Javier Bardem
nm0001128,Alain Delon
nm0001275,Philip Glass
nm0001289,Stewart Granger
nm0001594,Anne Parillaud
nm0001618,Joaquin Phoenix
nm0001657,Oliver Reed
nm0001660,George Reeves
nm0001717,Kyle Secor
nm0001739,Jean Simmons
nm0001823,Tom Waits
nm0001847,Richard Widmark
nm0001933,Geoffrey Bayldon
nm0001972,Richard Briers
nm0002032,Roger Daltrey
nm0002087,Samuel Fuller
nm0002138,Gregory Hines
nm0002907,Alexander Skarsgård
nm0003062,Alan Dinehart
nm0006781,Harry Baer
nm0007023,José Luis López Vázquez
nm0007218,Tom Conway
nm0008384,Tôru Abe
nm0010907,Derroll Adams
nm0011803,Jean-Claude Adelin
nm0011967,Kamala Adhikari
nm0012447,Lillian Adrian
nm0012603,Aeng-ran Eom
nm0014148,Hamdy Ahmed
nm0014446,Marius Aicher
nm0015426,Katsutoshi Akiyama
nm0015617,Jude Akuwudike
nm0016251,John Alban
nm0016532,Julius Albert
nm0017377,Rutanya Alda
nm0018823,Charlotte Alexandra
nm0018874,Marlène Alexandre
nm0019528,Hrant Alianak
nm0020600,Jack Allen
nm0020914,Phyllis Allen
nm0025557,Doru Ana
nm0025787,Barry Jean Ancelet
nm0026089,Asta Esper Hagen Andersen
nm0026904,Jim Anderson
nm0027851,Wiktor Andersson
nm0028497,Andrew
nm0030521,Ait Ansari
nm0031337,Maria Antonietta Beluzzi
nm0033415,Gilles Arbona
nm0034475,Christian Argentin
nm0034754,Eva Aridjis Fuentes
nm0034889,Ichirô Arishima
nm0035728,Howard Armstrong
nm0036120,Adelheid Arndt
nm0036317,Josette Arno
nm0039336,Ivan Asic
nm0042083,Marie Ault
nm0042104,Michel Aumont
nm0042552,William Austin
nm0044529,Leslie Azzoulai
nm0045957,Antonio Badas
nm0046337,Cindy Baer
nm0046554,Maroun Bagdadi
nm0048315,Carol Baker
nm0048784,Missy Baker
nm0048817,Paul Baker
nm0049644,Anna Baldaccini
nm0051365,Lajos Balázsovits
nm0051931,Arne Bang-Hansen
nm0052491,Masayo Banri
nm0052703,Maurice Baquet
nm0053246,Chantal Barbarit
nm0054270,Aleksander Bardini
nm0056686,María Barranco
nm0058132,Phyllis Barry
nm0058246,Yves Barsacq
nm0058290,Vladimir Barskiy
nm0059971,Antoine Basler
nm0060168,Albert Bassermann
nm0060340,Patrizia Basso
nm0062297,Jacques Baumer
nm0062428,Harry Baur
nm0062740,Gladys Baxter
nm0063038,Mary Bayless
nm0063442,Ann Beach
nm0064650,Michel Beaune
nm0066133,Aleksander Bednarz
nm0066669,Paul Begala
nm0066879,Marco Behar
nm0068956,Melvin Belli
nm0069951,Abdullah Ben Mohamet
nm0070159,Jafar Panahi
nm0073899,Sigurd Berg
nm0074757,Daniel Bergman
nm0075321,Christian Berkel
nm0076350,Paul Bernard
nm0077353,David Berridge
nm0077799,Margaret Bert
nm0078155,Juliet Berto
nm0079000,Sydney Best
nm0079341,Laura Betti
nm0079846,Nathan Bexton
nm0080966,Bruno Bichir
nm0081820,Paola Biggio
nm0082380,Raoul Billerey
nm0083234,Maurice Biraud
nm0085006,Olle Björling
nm0088382,Georg Blickingberg
nm0088480,Sergei Blinnikov
nm0090481,Elisa Bocanegra
nm0090707,Walter Bockmayer
nm0092290,Curt Bois
nm0094083,Sergey Bondarchuk
nm0094348,Marco Bonetti
nm0097140,Kate Bornstein
nm0098215,Honoré Bostel
nm0100034,Jean-Claude Bourlat
nm0100171,Antoine Bourseiller
nm0103696,Moya Brady
nm0104391,Jacques Branchu
nm0104930,Ivan Brandt
nm0104966,Matthias Brandt
nm0106204,Dawson Bray
nm0106387,Rossano Brazzi
nm0109847,Norman Briski
nm0110494,Jean Brochard
nm0111297,J. Edward Bromberg
nm0113865,Joe Brown
nm0116552,André Brunot
nm0118177,Christopher Buchholz
nm0119891,Mayya Bulgakova
nm0119939,Henrik H. Buljo
nm0123682,Olive Burton
nm0123972,Ernst Busch
nm0124191,Peter Bush
nm0125389,Stephanie Buttle
nm0126021,Eugene Byrd
nm0126478,Margaretha Byström
nm10433875,Mohd A. Gorani
nm1043504,Monika Weber
nm10458903,George Fendrich
nm10458909,Dorothea Cristofulli
nm10493259,Brandi Bosier
nm11184474,Nana Benamer
nm11199258,Ta'Questa Browning
nm11202691,Alice Apekum
nm1213173,Hiroki Iwase
nm1218907,Masumi Asano
nm1223307,Leonid Alexeenko
nm14136468,Olga Amelchenko
nm1588727,Kikunojô Segawa
nm1589584,Milford Graves
nm1595095,Cecilia Milocco
nm1746997,Paul Hilton
nm2463196,Alain Colomb Daunant
nm2476996,Stephen Laurier
nm2486568,Tau Chu
nm2508931,Ndeye Ade Sokhna
nm2521898,Maria Mosholiou
nm4468273,Takuto Sueoka
nm4492208,Akio Fujii
nm5695689,Leo Garcia
nm5836721,Felipe Bandeira
nm7267984,Feiyang Luo
nm7278963,David Towne
nm7347210,Marie Attille
nm7347214,Darren Leahy
nm8786701,Ta'j
nm9681399,Amoco Renegades
nm0004133,Aure Atika
nm0004647,Carroll Baker
nm0004851,Penélope Cruz
nm0004911,Angela Featherstone
nm0005049,Allison Janney
nm0005427,Cynthia Sikes Yorkin
nm0668044,Adam Pawlikowski
nm0671559,Julio Peña
nm0672857,Nicolás D. Perchicot
nm0673260,Marco Perella
nm0674012,Millie Perkins
nm0676561,Lennie Peters
nm0677961,Hay Petrie
nm0679133,Luis Peña
nm0681207,Maurice Pialat
nm0681368,Norma Picadilly
nm0685049,Odette Piquet
nm0685782,Sacha Pitoëff
nm0687546,Erika Pluhar
nm0688999,Victor Poletti
nm0689576,Robin Polley
nm0690150,Daniel Pommereulle
nm0690333,Marcel Poncin
nm0691673,Marisa Porcel
nm0691860,Hélène Pors
nm0692466,Richard Portnow
nm0696614,Uwe Preuss
nm0696650,Giancarlo Previati
nm0698139,Lucien Prival
nm0698731,Francine Prose
nm0699144,Gilbert Pruchon
nm0699781,Jesús Puche
nm0699885,Rodrigo Puebla
nm0701811,Hélène Pépée
nm0703302,Rosette
nm0704859,Kazimir Rabetsky
nm0708440,Rammellzee
nm0713267,Gary Raymond
nm0714310,James Rebhorn
nm0717014,Christiane Reichelt
nm0717086,Poul Reichhardt
nm0718320,Imara Reis
nm0719692,Michael Rennie
nm0719765,Sophie Renoir
nm0719914,Robin Renucci
nm0720549,Aris Retsos
nm0721981,Tom Reynolds
nm0722614,Miranda Rhyne
nm0723157,Galeazzo Riccardi
nm0724806,Virgil Richardson
nm0724980,Donald Richie
nm0726924,Gô Rijû
nm0727826,Riccardo Rioli
nm0728402,Checco Rissone
nm0729959,Olav Riégo
nm0730574,Chuck Roberson
nm0731175,Ivor Roberts
nm0731286,Judith Roberts
nm0731499,Rachel Roberts
nm0731699,Jerrold Robertshaw
nm0732184,Dany Robin
nm0732231,Sophie Robin
nm0732876,Madame Robinson
nm0733470,Karen Robson
nm0738354,Esther Rolle
nm0739116,Alicia Romay
nm0739296,Victor Romero Evans
nm0742971,Agnès Rosier
nm0744063,Barney Rosset
nm0744103,Eleonora Rossi Drago
nm0744395,Norman Rossington
nm0744979,Peter Roth
nm0747710,Patch 'Red Beard' Ruadh
nm0751839,Bayard Rustin
nm0751950,Camilla Rutherford
nm0753666,Benoît Régent
nm0756506,Yasuhiko Saijô
nm0756873,Toru Saito
nm0757304,Junko Sakurada
nm0757317,Keiko Sakurai
nm0757414,Marie Salacová
nm0759898,Richard Sammel
nm0759967,Tatyana Samoylova
nm0762240,Didier Sandre
nm0762490,Waage Sandø
nm0762785,Vittorio Sanipoli
nm0763072,Yvonne Sanson
nm0764801,Marjatta Saraheimo
nm0765850,Saho Sasazawa
nm0765951,Diana Sassen
nm0766692,Henri Saulquin
nm0768026,Ikio Sawamura
nm0770859,Wolfgang Schenck
nm0771701,Laurent Schilling
nm0772487,Valérie Schlumberger
nm0772700,Jan Schmid
nm0778027,Jan Schánilec
nm0781881,Sylvie Segalas
nm0783810,George Seminara
nm0783897,Humberto Sempere
nm0784001,Bireswar Sen
nm0784661,Silu Seppälä
nm0785260,Miguel Sermão
nm0786739,Younouss Seye
nm0787906,Nasri Shamseddine
nm0787979,Tamara Xanath
nm0790689,Ruth Sheen
nm0793932,Taiko Shinbashi
nm0794040,Akira Shioji
nm0796085,Aleksandr Shvorin
nm0796484,Marlene Sidaway
nm0797614,Ingvar Sigurdsson
nm0798076,Karen Sillas
nm0798408,Lidio Silva
nm1056444,Maria Zeheri
nm1063401,Serge Ribes
nm10659316,Marcel Jouet
nm1156480,Mason Storm
nm1159212,Kazu Hikari
nm11611692,Gustave Ardoin
nm11646807,Vadinho da Costa
nm11646809,Alfa Kalido Baldé
nm1164956,Antoine Gurevitch
nm1244973,Hideyuki Kasahara
nm12460527,Bengü
nm13345880,F.D. Kirkpatrick
nm13402725,Hedhili Ben Boubaker
nm13422063,Muriel Cutler
nm14587033,Junghwan Kim
nm14598151,Emma Avena
nm14598154,Iris Crosnier
nm1602671,Mario Batali
nm1603574,Cyril Gueï
nm16173497,Elyas Rahimi
nm1768222,Mirha-Soleil Ross
nm1779870,Brit Marling
nm2931313,Amy Judd Lieberman
nm2943352,Jen-Ya Wu
nm2983400,Natasa Stork
nm4173770,Morten Svartveit
nm4205881,Jacinto Valenzuela
nm0262506,Candace Evanofski
nm0262583,Brandon Evans
nm0263481,Barbara Everest
nm0263515,Francine Everett
nm0265989,Pietro Falcone
nm0266028,Gérard Falconetti
nm0267838,Alberto Farnese
nm0268119,David Farrar
nm0269376,Robert Favart
nm0269716,Alain Fayner
nm0270904,Lydia Feld
nm0271514,Don Fellows
nm0272979,Jaime Fernández
nm0273709,Pedrín Fernández
nm0274913,Pam Ferris
nm0275285,Boris Festini
nm0276979,Gaetano Grimaldi Filioli
nm0279007,Kai Fischer
nm0279926,Jack Fisk
nm0281179,Denise Flannagan
nm0289051,Fox Harris
nm0289840,Rolla France
nm0290394,Lady Francisco
nm0291979,Jacques François
nm0293415,Helen Freeman
nm0293803,Chris Freihofer
nm0294983,Betty Friedan
nm0295546,Philip Friend
nm0296996,Lucien Frégis
nm0297785,Yuzuru Fujimoto
nm0297797,Takako Fujino
nm0301224,Roger Gaillard
nm0302105,Anna Galiena
nm0309435,Leila Gastil
nm0309761,César Gattegno
nm0310865,Julie Gayet
nm0315547,Ritwik Ghatak
nm0315700,Ghislain Ghesquère
nm0315907,Nirmal Ghosh
nm0318040,Eugenia Gilbert
nm0320399,Gustavo Giorgi
nm0323863,John Godden
nm0325959,Lelia Goldoni
nm0326448,Ebrahim Golestan
nm0329573,Fred Goodwins
nm0330101,Colin Gordon
nm0331724,Vladimir Gostyukhin
nm0332607,Arthur Goullet
nm0335737,Berthe Granval
nm0339573,Everley Gregg
nm0339793,Dick Gregory
nm0341055,Joe Grifasi
nm0343031,Hannes Gromball
nm0345798,Amr Abdulgalil
nm0346903,Jean-Claude Guilbert
nm0354892,Dorothy Hale
nm0356004,Porter Hall
nm0356317,Nils Hallberg
nm0357249,Akira Hamada
nm0359707,Rachael Handy
nm0361319,Lars Hanson
nm0362096,Jacques Harden
nm0368274,Emil Hass Christensen
nm0369643,Thomas Haustein
nm0370621,Hiroshi Hayashi
nm0371304,Tony Haygarth
nm0377565,Benoît Henriet
nm0378501,A.P. Herbert
nm0379888,Bárbara Hernández
nm0383679,Kanako Higuchi
nm0383990,Eetu Hilkamo
nm0385152,Roger Hilsman
nm0385846,Shôhei Hino
nm0386085,Ingetraud Hinze
nm0386724,István Hirtling
nm0388732,Stig Henrik Hoff
nm1015565,Tomomi Sawa
nm1019836,Arthur Le Bau
nm1020066,Annette Eick
nm10201044,Jeon Hong-Ryeol
nm11675500,Ira Jeffries
nm11913926,James Fitzgerald
nm13014240,Milan Garcon
nm13125900,Haddie Bostic
nm14886111,Khanjani
nm14924791,Slight Sounds
nm16546047,Erin Adele Clark
nm16607953,Kwon
nm2131264,Catherine
nm2150200,Ejike Asiegbu
nm3013062,Italo Renda
nm3027276,Julie Brémond
nm3028962,Helen Madden
nm3033230,Choi-Chow Hoh
nm3042117,Don Chambers
nm3043863,Eric Pedersen
nm3057735,Eddie Sunrise
nm3112266,Hang Hsu
nm4238222,Camille Ucan
